Name,Password,Card type,Property,Effect type,Archseries,TCG status,OCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows
Superdimensional Robot Galaxy Destroyer,66523544,Monster Card,,"('Condition', 'Ignition Effect')","('Galaxy', 'Sparrow Family')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superdimensional_Robot_Galaxy_Destroyer,2021-02-03 17:49:16,,Xyz Monster,,LIGHT,Machine,10,5000,2000,,,
Superdreadnought Rail Cannon Gustav Max,56910167,Monster Card,,"('Ignition Effect',)","('Train',)",Unlimited,Unlimited,"('Edited',)",https://yugipedia.com/wiki/Superdreadnought_Rail_Cannon_Gustav_Max,2022-11-05 15:09:28,,Xyz Monster,,EARTH,Machine,10,3000,3000,,,
Superdreadnought Rail Cannon Juggernaut Liebe,26096328,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')","('Train',)",Unlimited,Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Superdreadnought_Rail_Cannon_Juggernaut_Liebe,2022-11-05 13:54:01,,Xyz Monster,,EARTH,Machine,11,4000,4000,,,
Superheavy Samurai Battleball,09402966,Monster Card,,"('Condition', 'Ignition Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Battleball,2020-03-17 00:58:32,,Effect Monster,Tuner monster,DARK,Machine,2,100,800,,,
Superheavy Samurai Beast Kyubi,85528209,Monster Card,,"('Continuous Effect',)","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Beast_Kyubi,2020-03-17 00:58:50,,Synchro Monster,,EARTH,Machine,9,1900,2500,,,
Superheavy Samurai Big Benkei,03117804,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Big_Benkei,2023-01-15 18:28:50,,Effect Monster,,EARTH,Machine,8,1000,3500,,,
Superheavy Samurai Big Waraji,36523152,Monster Card,,"('Unclassified effect',)","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Big_Waraji,2022-03-09 23:39:15,,Effect Monster,,EARTH,Machine,5,800,1800,,,
Superheavy Samurai Bike,83334932,Monster Card,,"('Condition', 'Ignition Effect')","('Superheavy Samurai',)",,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Bike,2023-01-14 00:27:18,,Effect Monster,Tuner monster,EARTH,Machine,2,800,1200,,,
Superheavy Samurai Blowtorch,07864030,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Blowtorch,2022-08-13 12:56:46,,Effect Monster,,EARTH,Machine,1,500,300,,,
Superheavy Samurai Blue Brawler,41628550,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Blue_Brawler,2021-11-18 15:44:23,,Effect Monster,,EARTH,Machine,4,0,2000,,,
Superheavy Samurai Constable,05182107,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Superheavy Samurai',)",,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Constable,2023-01-20 13:15:12,,Effect Monster,,EARTH,Machine,4,500,1500,,,
Superheavy Samurai Drum,87535691,Monster Card,,"('Condition', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Drum,2020-03-17 01:00:38,,Effect Monster,Tuner monster,EARTH,Machine,1,300,300,,,
Superheavy Samurai Fist,71386411,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Fist,2020-03-17 01:00:53,,Effect Monster,Tuner monster,EARTH,Machine,2,900,900,,,
Superheavy Samurai Flutist,27978707,Monster Card,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Flutist,2021-09-15 16:31:22,,Effect Monster,,EARTH,Machine,3,500,1000,,,
Superheavy Samurai General Coral,78274190,Monster Card,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_General_Coral,2020-03-17 01:01:36,,Effect Monster,,EARTH,Machine,1,300,500,8,,
Superheavy Samurai General Jade,42880485,Monster Card,,"('Condition', 'Continuous Effect', 'Continuous-like Effect', 'Ignition-like Effect', 'Summoning condition', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_General_Jade,2021-11-18 15:37:03,,Effect Monster,,EARTH,Machine,8,1800,2800,1,,
Superheavy Samurai General Shanao,90587641,Monster Card,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')","('Superheavy Samurai',)",,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_General_Shanao,2023-01-14 01:54:20,,Synchro Monster,,DARK,Machine,8,2000,2500,1,,
Superheavy Samurai Gigagloves,62017867,Monster Card,,"('Trigger Effect',)","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Gigagloves,2020-11-19 03:25:01,,Effect Monster,,EARTH,Machine,3,100,1000,,,
Superheavy Samurai Helper,44891812,Monster Card,,"('Quick Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Helper,2020-03-17 01:02:37,,Effect Monster,,EARTH,Machine,1,0,0,,,
Superheavy Samurai Kabuto,41307269,Monster Card,,"('Trigger Effect',)","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Kabuto,2020-03-17 01:03:14,,Effect Monster,,EARTH,Machine,4,1000,2000,,,
Superheavy Samurai Magnet,89091772,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Magnet,2022-08-13 12:57:04,,Effect Monster,,EARTH,Machine,4,900,1900,,,
Superheavy Samurai Monk Warrior Big Benkei,19510093,Monster Card,,"('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')","('Superheavy Samurai',)",,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Monk_Warrior_Big_Benkei,2023-01-14 00:33:05,,Effect Monster,,EARTH,Machine,8,1000,3500,1,,
Superheavy Samurai Ninja Sarutobi,76471944,Monster Card,,"('Continuous Effect', 'Quick Effect')","('Ninja', 'Superheavy Samurai')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Ninja_Sarutobi,2020-03-17 01:04:42,,Synchro Monster,,EARTH,Machine,8,2000,2800,,,
Superheavy Samurai Ogre Shutendoji,36953371,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Ogre_Shutendoji,2021-12-02 08:23:03,,Synchro Monster,,EARTH,Machine,6,500,2500,,,
Superheavy Samurai Overlord Masurao,64193046,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Superheavy Samurai',)",,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Overlord_Masurao,2023-01-14 07:43:11,,Synchro Monster,,EARTH,Machine,12,2100,4000,,,
Superheavy Samurai Prepped Defense,15495787,Monster Card,,"('Summoning condition', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Prepped_Defense,2020-03-17 01:05:33,,Effect Monster,,EARTH,Machine,3,100,2100,,,
Superheavy Samurai Prodigy Wakaushi,82112494,Monster Card,,"('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')","('Superheavy Samurai',)",,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Prodigy_Wakaushi,2023-01-14 00:31:27,,Effect Monster,Tuner monster,DARK,Machine,4,1000,1500,8,,
Superheavy Samurai Scales,78391364,Monster Card,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Scales,2023-01-15 18:31:03,,Effect Monster,,EARTH,Machine,4,800,1800,,,
Superheavy Samurai Scarecrow,33918636,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Scarecrow,2021-10-07 08:18:29,,Link Monster,,EARTH,Machine,,0,,,1,"('↙',)"
Superheavy Samurai Soulbang Cannon,03064425,Monster Card,,"('Continuous-like Effect', 'Ignition Effect', 'Quick Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulbang_Cannon,2020-03-17 01:06:24,,Effect Monster,,EARTH,Machine,3,1000,1000,,,
Superheavy Samurai Soulbeads,27756115,Monster Card,,"('Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulbeads,2020-03-17 01:06:44,,Effect Monster,,EARTH,Machine,1,0,0,,,
Superheavy Samurai Soulbreaker Armor,77679716,Monster Card,,"('Continuous-like Effect', 'Ignition Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulbreaker_Armor,2020-03-17 01:07:07,,Effect Monster,,EARTH,Machine,1,0,500,,,
Superheavy Samurai Soulbuster Gauntlet,35800511,Monster Card,,"('Continuous-like Effect', 'Ignition Effect', 'Quick Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulbuster_Gauntlet,2020-03-17 01:07:37,,Effect Monster,,EARTH,Machine,1,0,400,,,
Superheavy Samurai Soulclaw,40028305,Monster Card,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulclaw,2022-07-24 09:49:42,,Effect Monster,,EARTH,Machine,2,500,500,,,
Superheavy Samurai Soulfire Suit,04786063,Monster Card,,"('Continuous-like Effect', 'Ignition Effect', 'Quick Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulfire_Suit,2020-03-17 01:08:32,,Effect Monster,,FIRE,Machine,2,800,800,,,
Superheavy Samurai Soulgaia Booster,56727340,Monster Card,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulgaia_Booster,2023-01-14 00:29:43,,Effect Monster,,EARTH,Machine,4,0,0,,,
Superheavy Samurai Soulhorns,14624296,Monster Card,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulhorns,2022-07-24 09:49:34,,Effect Monster,,EARTH,Machine,1,0,300,,,
Superheavy Samurai Soulpeacemaker,95500396,Monster Card,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulpeacemaker,2022-08-13 12:57:20,,Effect Monster,,EARTH,Machine,1,0,0,,,
Superheavy Samurai Soulpiercer,90361010,Monster Card,,"('Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulpiercer,2020-03-17 01:09:38,,Effect Monster,,EARTH,Machine,4,1200,0,,,
Superheavy Samurai Soulshield Wall,31181711,Monster Card,,"('Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')","('Superheavy Samurai', 'Superheavy Samurai Soul')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Soulshield_Wall,2020-03-17 01:10:13,,Effect Monster,,EARTH,Machine,3,1200,1200,,,
Superheavy Samurai Spy,10333641,Monster Card,,"('Condition', 'Quick Effect', 'Unclassified effect')","('Superheavy Samurai',)",,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Spy,2023-01-14 00:28:57,,Effect Monster,,EARTH,Machine,1,200,700,,,
Superheavy Samurai Stealth Ninja,50065971,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Ninja', 'Superheavy Samurai')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Stealth_Ninja,2020-03-17 01:10:39,,Synchro Monster,,EARTH,Machine,7,1200,2800,,,
Superheavy Samurai Steam Train King,17775525,Monster Card,,"('Continuous Effect', 'Ignition Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Steam_Train_King,2020-03-17 01:11:03,,Synchro Monster,,EARTH,Machine,12,2000,4800,,,
Superheavy Samurai Swordmaster Musashi,75988594,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Swordmaster_Musashi,2021-10-07 08:32:40,,Synchro Monster,,EARTH,Machine,5,300,2300,,,
Superheavy Samurai Swordsman,77013169,Monster Card,,"('Trigger Effect',)","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Swordsman,2021-11-18 15:45:11,,Effect Monster,,EARTH,Machine,3,1000,1800,,,
Superheavy Samurai Thief,14756848,Monster Card,,"('Ignition Effect', 'Unclassified effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Thief,2022-06-26 15:07:42,,Effect Monster,,EARTH,Machine,10,1000,1000,,,
Superheavy Samurai Transporter,41141943,Monster Card,,"('Condition', 'Ignition Effect', 'Unclassified effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Transporter,2022-03-09 23:40:06,,Effect Monster,,EARTH,Machine,5,1200,1800,,,
Superheavy Samurai Trumpeter,64373401,Monster Card,,"('Trigger Effect', 'Unclassified effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Trumpeter,2022-03-09 23:38:35,,Effect Monster,Tuner monster,EARTH,Machine,2,300,600,,,
Superheavy Samurai Wagon,34496660,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Wagon,2021-11-18 15:43:58,,Effect Monster,,EARTH,Machine,4,1200,1800,,,
Superheavy Samurai Warlord Susanowo,00494922,Monster Card,,"('Continuous Effect', 'Quick Effect')","('Superheavy Samurai',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Superheavy_Samurai_Warlord_Susanowo,2022-06-26 15:21:37,,Synchro Monster,,EARTH,Machine,10,2400,3800,,,
Supermagic Sword of Raptinus,53363708,Spell Card,Equip Spell Card,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supermagic_Sword_of_Raptinus,2022-08-14 11:30:14,,,,,,,,,,,
Supernatural Danger Zone,16165939,Spell Card,Continuous Spell Card,"('Condition', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supernatural_Danger_Zone,2022-09-14 11:33:00,,,,,,,,,,,
Supernatural Regeneration,49980185,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supernatural_Regeneration,2020-03-21 12:28:19,"('Name',)",,,,,,,,,,
Supersonic Skull Flame,63804806,Monster Card,,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Burning Skull',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supersonic_Skull_Flame,2022-07-18 09:41:56,,Effect Monster,,WIND,Zombie,10,2600,2000,,,
Supervise,95750695,Spell Card,Equip Spell Card,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supervise,2022-04-22 03:00:33,,,,,,,,,,,
Supply,44072894,Monster Card,,"('Flip effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supply,2021-11-07 16:54:10,,Effect Monster,Flip monster,EARTH,Warrior,4,1300,800,,,
Supply Squad,17626381,Spell Card,Continuous Spell Card,"('Trigger Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supply_Squad,2023-01-03 19:11:45,,,,,,,,,,,
Supporter in the Shadows,41422426,Monster Card,,,,,Unlimited,,https://yugipedia.com/wiki/Supporter_in_the_Shadows,2022-05-25 01:37:34,,Normal Monster,,EARTH,Warrior,3,1000,1000,,,
Suppression Collider,92176681,Monster Card,,,,Unlimited,Unlimited,,https://yugipedia.com/wiki/Suppression_Collider,2022-04-05 05:07:27,,Normal Monster,,DARK,Cyberse,8,2800,2600,,,
Supremacy Berry,98380593,Spell Card,Normal Spell Card,"('Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supremacy_Berry,2020-03-21 12:28:59,,,,,,,,,,,
Supreme Arcanite Magician,21113684,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Prophecy',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_Arcanite_Magician,2022-04-20 15:24:27,,Fusion Monster,,LIGHT,Spellcaster,10,1400,2800,,,
Supreme King Dragon Clear Wing,70771599,Monster Card,,"('Ignition Effect', 'Trigger Effect')","('Clear Wing', 'Supreme King', 'Supreme King Dragon')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_King_Dragon_Clear_Wing,2022-07-31 05:21:48,,Synchro Monster,,DARK,Dragon,8,2500,2000,,,
Supreme King Dragon Dark Rebellion,42160203,Monster Card,,"('Quick Effect', 'Trigger Effect')","('Rebellion (archetype)', 'Supreme King', 'Supreme King Dragon')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_King_Dragon_Dark_Rebellion,2022-07-31 05:05:08,,Xyz Monster,,DARK,Dragon,4,2500,2000,,,
Supreme King Dragon Darkwurm,69610326,Monster Card,,"('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')","('Supreme King', 'Supreme King Dragon')",Unlimited,Limited,,https://yugipedia.com/wiki/Supreme_King_Dragon_Darkwurm,2022-07-31 05:16:02,,Effect Monster,,DARK,Dragon,4,1800,1200,5,,
Supreme King Dragon Odd-Eyes,96733134,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Ignition-like Effect', 'Quick Effect')","('Odd-Eyes', 'Supreme King', 'Supreme King Dragon')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_King_Dragon_Odd-Eyes,2022-07-31 05:15:51,,Effect Monster,,DARK,Dragon,8,2500,2000,4,,
Supreme King Dragon Starving Venom,43387895,Monster Card,,"('Ignition Effect', 'Summoning condition')","('Starving Venom', 'Supreme King', 'Supreme King Dragon', 'Venom')",Forbidden,Unlimited,,https://yugipedia.com/wiki/Supreme_King_Dragon_Starving_Venom,2022-07-31 05:05:42,,Fusion Monster,,DARK,Dragon,8,2800,2000,,,
Supreme King Gate Infinity,22211622,Monster Card,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')","('Supreme King', 'Supreme King Gate')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_King_Gate_Infinity,2021-05-23 01:29:38,,Effect Monster,,DARK,Fiend,7,0,0,13,,
Supreme King Gate Zero,96227613,Monster Card,,"('Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')","('Supreme King', 'Supreme King Gate')",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_King_Gate_Zero,2021-05-23 01:30:00,,Effect Monster,,DARK,Fiend,7,0,0,0,,
Supreme King Z-ARC,13331639,Monster Card,,"('Continuous Effect', 'Continuous-like Effect', 'Summoning condition', 'Trigger Effect')","('Supreme King',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_King_Z-ARC,2022-07-31 05:11:44,,Fusion Monster,,DARK,Dragon,12,4000,4000,1,,
Supreme King's Castle,72043279,Spell Card,Field Spell Card,"('Continuous-like Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_King%27s_Castle,2022-07-22 00:20:57,,,,,,,,,,,
Supreme Rage,84869738,Trap Card,Normal Trap Card,"('Activation condition', 'Effect', 'Quick-like Effect')","('Supreme King',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_Rage,2020-01-07 18:13:20,,,,,,,,,,,
Supreme Sea Mare,31259606,Monster Card,,"('Condition', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_Sea_Mare,2022-05-19 23:09:29,,Effect Monster,,WATER,Aqua,4,1500,1600,,,
Supreme Sovereign Serpent of Golgonda,31042659,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Supreme_Sovereign_Serpent_of_Golgonda,2022-10-01 07:49:40,,Effect Monster,,FIRE,Reptile,8,?,0,,,
Surface,33057951,Spell Card,Normal Spell Card,"('Effect',)",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Surface,2021-03-27 01:28:26,,,,,,,,,,,
Surgical Striker - H.A.M.P.,33331231,Monster Card,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Sky Striker',)",Unlimited,Unlimited,,https://yugipedia.com/wiki/Surgical_Striker_-_H.A.M.P.,2022-11-04 07:05:57,,Effect Monster,,DARK,Machine,8,2500,2500,,,
Surprise Chain,70491413,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Surprise_Chain,2022-05-19 23:19:30,,,,,,,,,,,
Survival Instinct,58419204,Trap Card,Normal Trap Card,"('Cost', 'Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Survival_Instinct,2020-03-21 12:29:25,,,,,,,,,,,
Survival of the Fittest,58272005,Trap Card,Normal Trap Card,"('Continuous-like Effect', 'Effect', 'Trigger Effect')",,Unlimited,Unlimited,,https://yugipedia.com/wiki/Survival_of_the_Fittest,2021-03-01 17:01:45,,,,,,,,,,,
