Card number,Name,Rarity,Print,Region,Modification date,Release,Series,Set type,Version
VJMP-JP161,Performapal Turntrooper,"('Ultra Rare',)",,JP,2023-04-23 22:17:53,2019-03-20,V Jump promotional cards,Magazine promotional card,Old
VJMP-JP161,Performapal Turn Trooper,"('Ultra Rare',)",,JP,2023-07-30 20:32:40,2019-03-20,V Jump promotional cards,Magazine promotional card,New
WPP1-KR000,Dunames Dark Witch,"('Prismatic Secret Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR001,Toon Black Luster Soldier,"('Ultra Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR002,Toon Harpie Lady,"('Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR003,Toon Bookmark,"('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR004,Toon Page-Flip,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR005,Toon Terror,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR006,Boot-Up Corporal - Command Dynamo,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR007,Boot-Up Admiral - Destroyer Dynamo,"('Ultra Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR008,Boot-Up Order - Gear Charge,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR009,Boot-Up Order - Gear Force,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR010,Powerhold the Moving Battery,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR011,The Chaos Creator,"('Ultra Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR012,Chaos Daedalus,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR013,Chaos Valkyria,"('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR014,Chaos Space,"('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR015,Eternal Chaos,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR016,"Ikelos, the Dream Mirror Sprite","('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR017,"Ikelos, the Dream Mirror Mara","('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR018,"Phantasos, the Dream Mirror Friend","('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR019,"Phantasos, the Dream Mirror Foe","('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR020,"Morpheus, the Dream Mirror White Knight","('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR021,"Morpheus, the Dream Mirror Black Knight","('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR022,"Oneiros, the Dream Mirror Erlking","('Ultra Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR023,Dream Mirror of Joy,"('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR024,Dream Mirror of Terror,"('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR025,Dream Mirror Phantasms,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR026,Dream Mirror of Chaos,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR027,Dream Mirror Fantasy,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR028,Dream Mirror Hypnagogia,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR029,Dream Mirror Oneiromancy,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR030,"Whitebeard, the Plunder Patroll Helm","('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR031,"Redbeard, the Plunder Patroll Matey","('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR032,"Bluebeard, the Plunder Patroll Shipwright","('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR033,"Goldenhair, the Newest Plunder Patroll","('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR034,"Blackbeard, the Plunder Patroll Captain","('Ultra Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR035,Plunder Patrollship Brann,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR036,Plunder Patrollship Moerk,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR037,Plunder Patrollship Lys,"('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR038,Plunder Patroll Shipyarrrd,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR039,Plunder Patroll Shipshape Ships Shipping,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR040,Emblem of the Plunder Patroll,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR041,Pride of the Plunder Patroll,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR042,Plunder Patroll Parrrty,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR043,Plunder Patroll Booty,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR044,Brotherhood of the Fire Fist - Ram,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR045,Brotherhood of the Fire Fist - Elephant,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR046,Brotherhood of the Fire Fist - Panda,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR047,Brotherhood of the Fire Fist - Eland,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR048,Brotherhood of the Fire Fist - Swan,"('Ultra Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR049,Brotherhood of the Fire Fist - Peacock,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR050,Fire Fortress atop Liang Peak,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR051,Fire Formation - Domei,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR052,Fire Formation - Ingen,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR053,Ultimate Fire Formation - Sinto,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR054,Capshell,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR055,Rose Girl,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR056,"Feedran, the Winds of Mischief","('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR057,Piwraithe the Ghost Pirate,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR058,Monster Express,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR059,Guard Ghost,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR060,Scrypton,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR061,Primineral Mandstrong,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR062,Annihilator Archfiend,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR063,Desert Locusts,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR064,Nine-Lives Cat,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR065,Barricadeborg Blocker,"('Super Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR066,"Hraesvelgr, the Desperate Doom Eagle","('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR067,Taotie Dragon,"('Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR068,Star Power!!,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR069,Tyrant Farm,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR070,Execution of the Contract,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR071,Necroquip Prism,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR072,Fuhma Wave,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR073,Brutal Beast Battle,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR074,Traptrix Genlisea,"('Ultra Rare', 'Secret Rare')",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR075,Hollow Giants,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR076,Mayakashi Mayhem,"('Common',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR077,"Kaiser Eagle, the Heavens' Mandate","('Extra Secret Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP1-KR078,Skyfaring Castle of the Black Forest,"('Extra Secret Rare',)",,KR,2023-07-30 13:30:57,2021-01-12,,Booster pack,New
WPP2-KR001,Arcana Triumph Joker,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR002,Joker's Knight,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR003,Imperial Bower,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR004,Joker's Straight,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR005,Face Card Fusion,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR006,Thunderspeed Summon,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR007,Joker's Wild,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR008,Court of Cards,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR009,Jack's Knight,"('Common', 'Secret Rare')",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR010,Queen's Knight,"('Common', 'Secret Rare')",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR011,King's Knight,"('Common', 'Secret Rare')",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR012,Arcana Knight Joker,"('Common', 'Secret Rare')",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR013,Arcana Extra Joker,"('Common', 'Secret Rare')",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR014,Myutant M-05,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR015,Myutant ST-46,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR016,Myutant GB-88,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR017,Myutant Beast,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR018,Myutant Mist,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR019,Myutant Arsenal,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR020,Myutant Synthesis,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR021,Myutant Ultimus,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR022,Myutant Evolution Lab,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR023,Myutant Fusion,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR024,Myutant Blast,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR025,Myutant Clash,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR026,Myutant Expansion,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR027,Myutant Cry,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR028,War Rock Fortia,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR029,War Rock Gactos,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR030,War Rock Orpis,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR031,War Rock Skyler,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR031,War Rock Skyler,"('Secret Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR032,War Rock Bashileos,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR033,War Rock Wento,"('Secret Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR033,War Rock Wento,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR034,War Rock Mammud,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR035,War Rock Meteoragon,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR036,War Rock Mountain,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR037,War Rock Ordeal,"('Secret Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR037,War Rock Ordeal,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR038,War Rock Dignity,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR039,War Rock Spirit,"('Secret Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR039,War Rock Spirit,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR040,War Rock Generations,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR041,War Rock Big Blow,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR042,Mahaama the Fairy Dragon,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR043,Thron the Disciplined Angel,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR044,Jabbing Panda,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR045,Materiactor Gigadra,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR046,Proof of Pruflas,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR047,Raging Storm Dragon - Beaufort IX,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR048,Coordius the Triphasic Dealmon,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR049,"Periallis, Empress of Blossoms","('Super Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR049,"Periallis, Empress of Blossoms","('Secret Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR050,Pendransaction,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR051,Materiactor Gigaboros,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR052,Steel Star Regulator,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR053,Breath of Acclamation,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR054,Greater Polymerization,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR055,Reinforcement of the Army's Troops,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR056,Psychic Eraser Laser,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR057,Synchro Transmission,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR058,Pendulum Encore,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR059,Underdog,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR060,Expendable Dai,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR061,Terrors of the Underroot,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR062,Magician's Salvation,"('Secret Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR062,Magician's Salvation,"('Ultra Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR063,Piercing the Darkness,"('Rare',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR064,Magnet Induction,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR065,True Light,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KR066,XYZ Hyper Cannon,"('Common',)",New,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KRS01,XYZ-Dragon Cannon,"('Prismatic Secret Rare',)",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KRS02,XY-Dragon Cannon,"('Prismatic Secret Rare',)",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KRS03,XZ-Tank Cannon,"('Prismatic Secret Rare',)",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP2-KRS04,YZ-Tank Dragon,"('Prismatic Secret Rare',)",Reprint,KR,2023-07-30 13:35:24,2021-12-21,,Booster pack,New
WPP3-KR001,Beetrooper Scout Buggy,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR002,Beetrooper Scale Bomber,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR003,Beetrooper Assault Roller,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR004,Beetrooper Light Flapper,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR005,Beetrooper Sting Lancer,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR006,Heavy Beetrooper Mighty Neptune,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR007,Ultra Beetrooper Absolute Hercules,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR008,Beetrooper Armor Horn,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR009,Giant Beetrooper Invincible Atlas,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR010,Beetrooper Formation,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR011,Beetrooper Descent,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR012,Beetrooper Landing,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR013,Beetrooper Fly & Sting,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR014,Beetrooper Squad,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR015,Libromancer Geek Boy,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR016,Libromancer Magigirl,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR017,Libromancer Agent,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR018,Libromancer Fire,"('Super Rare', 'Secret Rare')",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR019,Libromancer Firestarter,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR020,Libromancer Mystigirl,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR021,Libromancer Doombroker,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR022,Libromancer Fireburst,"('Ultra Rare', 'Secret Rare')",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR023,Libromancer First Appearance,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR024,Libromancer Realized,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR025,Libromancer Bonded,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR026,Libromancer Intervention,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR027,Libromancer Displaced,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR028,Libromancer Prevented,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR029,D.D. Assault Carrier,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR030,Rock Scales,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR031,Flowerdino,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR032,Dragonbite,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR033,Colonel on C-String,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR034,Night Sword Serpent,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR035,Pazuzule,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR036,Baby Mudragon,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR037,The Great Double Casted Caster,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR038,Patissciel Couverture,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR039,Navy Dragon Mech,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR040,Night's End Administrator,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR041,"Ra'ten, the Heavenly General","('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR042,Abyss Keeper,"('Rare',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
WPP3-KR043,Heritage of the Light,"('Common',)",New,KR,2023-07-30 13:38:58,2022-12-20,,Booster pack,New
