Name,Password,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,DEF,ATK,Level/Rank,Version
Token,,,,,Legal,Token (20th Anniversary),https://yugipedia.com/wiki/Token_(20th_Anniversary),,2019-11-21 19:04:50,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Jesse and Rainbow Dragon),https://yugipedia.com/wiki/Token_(Jesse_and_Rainbow_Dragon),,2019-11-21 19:18:29,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Playmaker and Cyberse Clock Dragon),https://yugipedia.com/wiki/Token_(Playmaker_and_Cyberse_Clock_Dragon),,2019-11-21 19:37:05,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Reginald),https://yugipedia.com/wiki/Token_(Reginald),,2019-11-21 19:41:33,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Rio),https://yugipedia.com/wiki/Token_(Rio),,2019-11-21 19:42:37,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yuya and Odd-Eyes Pendulum Dragon),https://yugipedia.com/wiki/Token_(Yuya_and_Odd-Eyes_Pendulum_Dragon),,2019-11-22 18:27:56,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (ZEXAL),https://yugipedia.com/wiki/Token_(ZEXAL),,2019-11-22 18:37:53,"('Any',)",,Monster Token,,,,New
Token,,,,Legal,Legal,Token (Yami Yugi and Dark Magician),https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Dark_Magician),,2023-03-23 12:40:46,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (ZEXAL II),https://yugipedia.com/wiki/Token_(ZEXAL_II),,2019-11-22 18:38:30,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yusei - V Jump),https://yugipedia.com/wiki/Token_(Yusei_-_V_Jump),,2019-11-22 18:22:56,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yuri),https://yugipedia.com/wiki/Token_(Yuri),,2019-11-22 18:35:56,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yuma),https://yugipedia.com/wiki/Token_(Yuma),,2019-11-22 18:31:45,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yuma - V Jump),https://yugipedia.com/wiki/Token_(Yuma_-_V_Jump),,2019-11-22 18:33:26,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yugi Muto and Yami Yugi),https://yugipedia.com/wiki/Token_(Yugi_Muto_and_Yami_Yugi),,2023-03-16 15:11:34,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yugi and Kuriboh),https://yugipedia.com/wiki/Token_(Yugi_and_Kuriboh),,2019-11-22 18:29:21,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Jaden and Winged Kuriboh),https://yugipedia.com/wiki/Token_(Jaden_and_Winged_Kuriboh),,2019-11-21 19:17:17,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yugi and Gandora the Dragon of Destruction),https://yugipedia.com/wiki/Token_(Yugi_and_Gandora_the_Dragon_of_Destruction),,2019-11-22 18:28:54,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Tori),https://yugipedia.com/wiki/Token_(Tori),,2019-11-21 19:47:37,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Soulburner and Salamangreat Heatleo),https://yugipedia.com/wiki/Token_(Soulburner_and_Salamangreat_Heatleo),,2019-11-21 19:43:36,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (World Duel Carnival),https://yugipedia.com/wiki/Token_(World_Duel_Carnival),,2019-11-22 18:11:17,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Shay and Raidraptor - Revolution Falcon),https://yugipedia.com/wiki/Token_(Shay_and_Raidraptor_-_Revolution_Falcon),,2023-03-13 03:53:47,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yusei and Stardust Dragon),https://yugipedia.com/wiki/Token_(Yusei_and_Stardust_Dragon),,2019-11-22 18:24:16,"('Any',)",,Monster Token,,,,New
Token,,,,Legal,Legal,Token (Joey and Red-Eyes Black Dragon),https://yugipedia.com/wiki/Token_(Joey_and_Red-Eyes_Black_Dragon),,2023-03-23 12:40:32,"('Any',)",,Monster Token,,,,New
Token,,,"('Lingering effect',)",Legal,Legal,Sheep Token (Pink),https://yugipedia.com/wiki/Sheep_Token_(Pink),,2019-12-07 06:36:26,"('Any',)",EARTH,Monster Token,0,0,1,New
Ton-Ton,46497537,,"('Condition', 'Effect', 'Ignition-like Effect')",,Unlimited,Ton-Ton,https://yugipedia.com/wiki/Ton-Ton,,2023-01-14 02:45:38,,,,,,,Old
Toon Cannon Soldier,79875176,"('Toon',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Forbidden,Toon Cannon Soldier,https://yugipedia.com/wiki/Toon_Cannon_Soldier,,2021-11-07 16:06:21,"('Type',)",DARK,Effect Monster,1300,1400,4,Old
Toon Cannon Soldier,79875176,"('Toon',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Forbidden,Toon Cannon Soldier,https://yugipedia.com/wiki/Toon_Cannon_Soldier,,2023-03-20 15:43:58,"('Any',)",DARK,Effect Monster,1300,1400,4,New
Totem Pole,,,"('Continuous-like Effect', 'Quick-like Effect')",,Not yet released,Totem Pole,https://yugipedia.com/wiki/Totem_Pole,,2023-04-14 21:06:37,,,,,,,New
Transaction Rollback,,,"('Condition', 'Effect', 'Quick-like Effect')",,Not yet released,Transaction Rollback,https://yugipedia.com/wiki/Transaction_Rollback,,2023-04-15 02:47:34,,,,,,,New
Transcendent Flight,,,"('Condition', 'Effect')",,Not yet released,Transcendent Flight,https://yugipedia.com/wiki/Transcendent_Flight,,2023-03-02 16:22:11,,,,,,,Old
Transcendent Flight,93918159,,"('Condition', 'Effect')",,Unlimited,Transcendent Flight,https://yugipedia.com/wiki/Transcendent_Flight,,2023-04-03 20:11:28,,,,,,,New
Transcendental Evolution Pill Beta,23969415,"('Evolution Pill',)","('Condition', 'Effect')",,Unlimited,Transcendental Evolution Pill Beta,https://yugipedia.com/wiki/Transcendental_Evolution_Pill_Beta,,2023-04-23 11:15:10,,,,,,,New
Transcendrake Drillgnathus,,"('Transcendrake',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",,Not yet released,Transcendrake Drillgnathus,https://yugipedia.com/wiki/Transcendrake_Drillgnathus,,2023-02-06 13:11:48,,WIND,Xyz Monster,2300,3000,6,Old
Transcendrake Drillgnathus,30128445,"('Transcendrake',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Transcendrake Drillgnathus,https://yugipedia.com/wiki/Transcendrake_Drillgnathus,,2023-04-03 20:10:15,,WIND,Xyz Monster,2300,3000,6,New
Transcendrake Gigantozowler,,"('Transcendrake',)","('Condition', 'Trigger Effect')",,Not yet released,Transcendrake Gigantozowler,https://yugipedia.com/wiki/Transcendrake_Gigantozowler,,2023-02-06 13:07:07,,EARTH,Fusion Monster,2000,3800,12,Old
Transcendrake Gigantozowler,67745632,"('Transcendrake',)","('Condition', 'Trigger Effect')",,Unlimited,Transcendrake Gigantozowler,https://yugipedia.com/wiki/Transcendrake_Gigantozowler,,2023-04-03 20:07:45,,EARTH,Fusion Monster,2000,3800,12,New
Transcendrake Glacesaurus,,"('Transcendrake',)","('Condition', 'Continuous Effect', 'Trigger Effect')",,Not yet released,Transcendrake Glacesaurus,https://yugipedia.com/wiki/Transcendrake_Glacesaurus,,2023-02-06 13:09:52,,WATER,Synchro Monster,2700,3600,12,Old
Transcendrake Glacesaurus,94130731,"('Transcendrake',)","('Condition', 'Continuous Effect', 'Trigger Effect')",,Unlimited,Transcendrake Glacesaurus,https://yugipedia.com/wiki/Transcendrake_Glacesaurus,,2023-04-03 20:09:15,,WATER,Synchro Monster,2700,3600,12,New
Transcendrake Meteoros,,"('Transcendrake',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Not yet released,Transcendrake Meteoros,https://yugipedia.com/wiki/Transcendrake_Meteoros,,2023-02-06 13:01:07,,FIRE,Effect Monster,700,3500,12,Old
Transcendrake Meteoros,31241087,"('Transcendrake',)","('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,Transcendrake Meteoros,https://yugipedia.com/wiki/Transcendrake_Meteoros,,2023-04-03 20:06:35,,FIRE,Effect Monster,700,3500,12,New
Trap Track,70825459,,"('Condition', 'Effect', 'Lingering effect')",,Unlimited,Trap Track,https://yugipedia.com/wiki/Trap_Track,,2023-01-14 02:57:43,,,,,,,Old
Trap Tracks,70825459,,"('Condition', 'Effect', 'Lingering effect')",Not yet released,Unlimited,Trap Tracks,https://yugipedia.com/wiki/Trap_Tracks,,2023-04-25 12:13:11,,,,,,,New
Tri-Blaze Accelerator,21420702,"('Blaze Accelerator (archetype)',)","('Condition', 'Cost', 'Ignition-like Effect')",Unlimited,Unlimited,Tri-Blaze Accelerator,https://yugipedia.com/wiki/Tri-Blaze_Accelerator,,2022-04-22 06:18:21,"('Any',)",,,,,,Old
Tri-Blaze Accelerator,21420702,"('Blaze Accelerator (archetype)',)","('Condition', 'Cost', 'Ignition-like Effect')",Unlimited,Unlimited,Tri-Blaze Accelerator,https://yugipedia.com/wiki/Tri-Blaze_Accelerator,,2023-03-20 16:18:45,,,,,,,New
Tri-Brigade,,,,Legal,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2022-04-16 11:51:53,,,,,,,Old
Tri-Brigade,,,,Legal,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2022-04-16 11:51:53,,,Monster Token,,,,Old
Tri-Brigade,,,,Legal,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-03-23 12:43:32,,,Monster Token,,,,New
Tri-Brigade,,,,Legal,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-03-23 12:43:32,,,,,,,New
Tri-Brigade Roar,10793085,"('Tri-Brigade',)","('Condition', 'Effect')",,Unlimited,Tri-Brigade Roar,https://yugipedia.com/wiki/Tri-Brigade_Roar,,2023-01-14 02:18:59,,,,,,,Old
Tri-Brigade Roar,10793085,"('Tri-Brigade',)","('Condition', 'Effect')",Not yet released,Unlimited,Tri-Brigade Roar,https://yugipedia.com/wiki/Tri-Brigade_Roar,,2023-04-22 08:40:22,,,,,,,New
Tri-Wight,96383838,"('Wight',)","('Effect',)",Unlimited,Unlimited,Tri-Wight,https://yugipedia.com/wiki/Tri-Wight,,2022-03-19 19:55:11,"('Any',)",,,,,,Old
Tri-Wight,96383838,"('Wight',)","('Effect',)",Unlimited,Unlimited,Tri-Wight,https://yugipedia.com/wiki/Tri-Wight,,2023-03-20 16:24:09,,,,,,,New
Triangle O,,"('Ancient Treasure',)","('Condition', 'Effect', 'Ignition-like Effect')",,Not yet released,Triangle O,https://yugipedia.com/wiki/Triangle_O,,2023-04-14 21:03:24,,,,,,,New
Tsumuha-Kutsunagi the Lord of Swords,78098950,,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Tsumuha-Kutsunagi the Lord of Swords,https://yugipedia.com/wiki/Tsumuha-Kutsunagi_the_Lord_of_Swords,,2023-04-28 10:48:29,,WIND,Effect Monster,3000,3000,11,New
Turbo Synchron,67270095,"('Synchron',)","('Trigger Effect',)",Unlimited,Unlimited,Turbo Synchron,https://yugipedia.com/wiki/Turbo_Synchron,,2022-04-22 06:19:44,"('Type',)",WIND,Effect Monster,500,100,1,Old
Turbo Synchron,67270095,"('Synchro (archetype)', 'Synchron')","('Trigger Effect',)",Unlimited,Unlimited,Turbo Synchron,https://yugipedia.com/wiki/Turbo_Synchron,,2023-04-19 12:58:15,"('Type',)",WIND,Effect Monster,500,100,1,New
Ultimate Knight Alpha Ursatron,14959144,"('Drytron', 'Ursarctic')","('Condition', 'Ignition Effect', 'Summoning condition')",,Unlimited,Ultimate Knight Alpha Ursatron,https://yugipedia.com/wiki/Ultimate_Knight_Alpha_Ursatron,,2023-04-22 00:46:01,,WATER,Effect Monster,700,2000,7,New
Unchained Soul King Yama,24269961,"('Unchained', 'Unchained Soul')","('Condition', 'Ignition Effect')",,Unlimited,Unchained Soul King Yama,https://yugipedia.com/wiki/Unchained_Soul_King_Yama,,2023-04-22 01:41:53,,DARK,Link Monster,,2000,,New
Unchained Soul Sharvara,41165831,"('Unchained', 'Unchained Soul')","('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,Unchained Soul Sharvara,https://yugipedia.com/wiki/Unchained_Soul_Sharvara,,2023-04-22 00:40:34,,FIRE,Effect Monster,1500,2000,6,New
Unchained Soul Shyama,88554436,"('Unchained', 'Unchained Soul')","('Condition', 'Ignition Effect')",,Unlimited,Unchained Soul Shyama,https://yugipedia.com/wiki/Unchained_Soul_Shyama,,2023-04-22 00:41:56,,WATER,Effect Monster,1500,2000,6,New
Unknown Synchron,15310033,"('Synchron',)","('Condition', 'Unclassified effect')",Unlimited,Unlimited,Unknown Synchron,https://yugipedia.com/wiki/Unknown_Synchron,,2021-10-30 02:25:31,"('Type',)",DARK,Effect Monster,0,0,1,Old
Unknown Synchron,15310033,"('Synchro (archetype)', 'Synchron')","('Condition', 'Unclassified effect')",Unlimited,Unlimited,Unknown Synchron,https://yugipedia.com/wiki/Unknown_Synchron,,2023-04-19 12:58:21,"('Type',)",DARK,Effect Monster,0,0,1,New
Ursarctic Polar Star,62714453,"('Ursarctic',)","('Continuous Effect', 'Ignition Effect', 'Summoning condition')",,Unlimited,Ursarctic Polar Star,https://yugipedia.com/wiki/Ursarctic_Polar_Star,,2023-04-22 01:27:12,,WATER,Synchro Monster,2000,700,1,New
Uruka the Magic Star,49109013,,"('Condition', 'Trigger Effect')",,Unlimited,Uruka the Magic Star,https://yugipedia.com/wiki/Uruka_the_Magic_Star,,2023-04-27 02:22:24,,WIND,Effect Monster,400,1500,4,New
Vanquish Soul Calamity Kaiser,80738884,"('Vanquish Soul',)","('Condition', 'Effect')",,Unlimited,Vanquish Soul Calamity Kaiser,https://yugipedia.com/wiki/Vanquish_Soul_Calamity_Kaiser,,2023-04-11 17:10:11,,,,,,,New
Vanquish Soul Continue,27345070,"('Vanquish Soul',)","('Condition', 'Effect')",,Unlimited,Vanquish Soul Continue,https://yugipedia.com/wiki/Vanquish_Soul_Continue,,2023-04-11 17:02:10,,,,,,,New
Vanquish Soul Dr. Madlove,29280200,"('Vanquish Soul',)","('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,Vanquish Soul Dr. Madlove,https://yugipedia.com/wiki/Vanquish_Soul_Dr._Madlove,,2023-04-11 16:05:55,,DARK,Effect Monster,2000,1200,4,New
Vanquish Soul Dust Devil,91951471,"('Vanquish Soul',)","('Condition', 'Effect')",,Unlimited,Vanquish Soul Dust Devil,https://yugipedia.com/wiki/Vanquish_Soul_Dust_Devil,,2023-04-12 14:24:52,,,,,,,New
Vanquish Soul Heavy Borger,92895501,"('Vanquish Soul',)","('Condition', 'Quick Effect')",,Unlimited,Vanquish Soul Heavy Borger,https://yugipedia.com/wiki/Vanquish_Soul_Heavy_Borger,,2023-04-22 13:26:21,,DARK,Effect Monster,1500,2500,7,New
Vanquish Soul Kaiser Varius,91073013,"('Vanquish Soul',)","('Condition', 'Quick Effect')",,Unlimited,Vanquish Soul Kaiser Varius,https://yugipedia.com/wiki/Vanquish_Soul_Kaiser_Varius,,2023-04-11 16:15:09,,EARTH,Effect Monster,1500,3000,8,New
Vanquish Soul Panthera,66401502,"('Vanquish Soul',)","('Condition', 'Ignition Effect', 'Quick Effect')",,Unlimited,Vanquish Soul Panthera,https://yugipedia.com/wiki/Vanquish_Soul_Panthera,,2023-04-11 17:04:48,,EARTH,Effect Monster,1900,1700,4,New
Vanquish Soul Pluton HG,55688914,"('Vanquish Soul',)","('Condition', 'Quick Effect')",,Unlimited,Vanquish Soul Pluton HG,https://yugipedia.com/wiki/Vanquish_Soul_Pluton_HG,,2023-04-11 16:09:35,,FIRE,Effect Monster,0,0,6,New
Vanquish Soul Razen,29302858,"('Vanquish Soul',)","('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,Vanquish Soul Razen,https://yugipedia.com/wiki/Vanquish_Soul_Razen,,2023-04-11 17:04:45,,FIRE,Effect Monster,1500,1800,4,New
Vanquish Soul Trinity Burst,53330789,"('Vanquish Soul',)","('Condition', 'Effect')",,Unlimited,Vanquish Soul Trinity Burst,https://yugipedia.com/wiki/Vanquish_Soul_Trinity_Burst,,2023-04-11 17:04:33,,,,,,,New
Vaylantz Wave - Master Phase,84281045,"('Vaylantz',)","('Trigger Effect',)",,Unlimited,Vaylantz Wave - Master Phase,https://yugipedia.com/wiki/Vaylantz_Wave_-_Master_Phase,,2023-04-22 13:05:22,,,,,,,New
Veda Karantha,27015862,,"('Condition', 'Trigger Effect')",,Unlimited,Veda Karantha,https://yugipedia.com/wiki/Veda_Karantha,,2023-04-28 22:11:03,,DARK,Effect Monster,2100,2500,8,New
Vicious Astraloud,65815684,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,Unlimited,Vicious Astraloud,https://yugipedia.com/wiki/Vicious_Astraloud,,2023-04-20 17:12:46,,DARK,Fusion Monster,3000,3000,8,New
Vicious Astroud,65815684,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,Vicious Astroud,https://yugipedia.com/wiki/Vicious_Astroud,,2023-01-14 01:49:33,,DARK,Fusion Monster,3000,3000,8,Old
Viper's Rebirth,64973456,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Viper's Rebirth,https://yugipedia.com/wiki/Viper%27s_Rebirth,,2022-04-20 16:23:45,"('Any',)",,,,,,Old
Viper's Rebirth,64973456,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Viper's Rebirth,https://yugipedia.com/wiki/Viper%27s_Rebirth,,2023-03-20 18:42:41,,,,,,,New
Virtual World Tiger - Fufu,95243515,"('Virtual World',)","('Condition', 'Continuous Effect', 'Quick Effect')",Not yet released,Unlimited,Virtual World Tiger - Fufu,https://yugipedia.com/wiki/Virtual_World_Tiger_-_Fufu,,2023-04-22 15:51:06,,EARTH,Xyz Monster,2800,2600,9,New
Virtual World Tiger - Huhu,95243515,"('Virtual World',)","('Condition', 'Continuous Effect', 'Quick Effect')",,Unlimited,Virtual World Tiger - Huhu,https://yugipedia.com/wiki/Virtual_World_Tiger_-_Huhu,,2023-01-14 02:04:30,,EARTH,Xyz Monster,2800,2600,9,Old
Visas Amritara,00821049,"('Visas',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Visas Amritara,https://yugipedia.com/wiki/Visas_Amritara,,2023-04-22 01:21:34,,LIGHT,Synchro Monster,2100,2500,8,New
Visas Starfrost,56099748,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Visas Starfrost,https://yugipedia.com/wiki/Visas_Starfrost,,2022-12-13 00:10:14,,LIGHT,Effect Monster,1500,2100,6,Old
Visas Starfrost,56099748,"('Visas',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Visas Starfrost,https://yugipedia.com/wiki/Visas_Starfrost,,2023-04-20 17:15:31,,LIGHT,Effect Monster,1500,2100,6,New
Vishwar Randi,78556320,,,,Unlimited,Vishwar Randi,https://yugipedia.com/wiki/Vishwar_Randi,,2022-04-20 16:59:37,"('Any',)",DARK,Normal Monster,700,900,3,Old
Vishwar Randi,78556320,,,,Unlimited,Vishwar Randi,https://yugipedia.com/wiki/Vishwar_Randi,,2023-03-20 18:48:01,,DARK,Normal Monster,700,900,3,New
Voici la Carte - Here is the Menu,41773061,,"('Condition', 'Effect')",,Unlimited,Voici la Carte - Here is the Menu,https://yugipedia.com/wiki/Voici_la_Carte_-_Here_is_the_Menu,,2023-04-11 20:46:06,,,,,,,New
Volcanic Blaster,81020140,"('Volcanic',)","('Trigger Effect',)",Unlimited,Unlimited,Volcanic Blaster,https://yugipedia.com/wiki/Volcanic_Blaster,,2022-04-22 06:24:20,"('Any',)",FIRE,Effect Monster,600,1200,3,Old
Volcanic Blaster,81020140,"('Volcanic',)","('Trigger Effect',)",Unlimited,Unlimited,Volcanic Blaster,https://yugipedia.com/wiki/Volcanic_Blaster,,2023-03-20 18:55:58,,FIRE,Effect Monster,600,1200,3,New
Volcanic Blaze Accelerator,,"('Blaze Accelerator (archetype)', 'Volcanic')","('Cost', 'Ignition-like Effect', 'Unclassified effect')",,Not yet released,Volcanic Blaze Accelerator,https://yugipedia.com/wiki/Volcanic_Blaze_Accelerator,,2023-04-14 17:32:11,,,,,,,New
Volcanic Counter,66436257,"('Volcanic',)","('Trigger Effect',)",Unlimited,Unlimited,Volcanic Counter,https://yugipedia.com/wiki/Volcanic_Counter,,2022-04-22 06:24:40,"('Any',)",FIRE,Effect Monster,1300,300,3,Old
Volcanic Counter,66436257,"('Counter (archetype)', 'Volcanic')","('Trigger Effect',)",Unlimited,Unlimited,Volcanic Counter,https://yugipedia.com/wiki/Volcanic_Counter,,2023-04-06 12:15:48,"('Any',)",FIRE,Effect Monster,1300,300,3,New
Volcanic Doomfire,32543380,"('Volcanic',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Volcanic Doomfire,https://yugipedia.com/wiki/Volcanic_Doomfire,,2022-08-13 13:11:58,"('Any',)",FIRE,Effect Monster,1800,3000,8,Old
Volcanic Doomfire,32543380,"('Volcanic',)","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Volcanic Doomfire,https://yugipedia.com/wiki/Volcanic_Doomfire,,2023-04-27 21:33:21,,FIRE,Effect Monster,1800,3000,8,New
Volcanic Emperor,,"('Volcanic',)","('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",,Not yet released,Volcanic Emperor,https://yugipedia.com/wiki/Volcanic_Emperor,,2023-04-14 16:58:42,,FIRE,Effect Monster,2400,3100,8,New
Volcanic Inferno,,"('Volcanic',)","('Condition', 'Quick-like Effect')",,Not yet released,Volcanic Inferno,https://yugipedia.com/wiki/Volcanic_Inferno,,2023-04-14 17:46:36,,,,,,,New
Volcanic Rimfire,,"('Volcanic',)","('Trigger Effect',)",,Not yet released,Volcanic Rimfire,https://yugipedia.com/wiki/Volcanic_Rimfire,,2023-04-14 17:23:52,,FIRE,Effect Monster,0,300,1,New
Volcanic Trooper,,"('Volcanic',)","('Condition', 'Trigger Effect')",,Not yet released,Volcanic Trooper,https://yugipedia.com/wiki/Volcanic_Trooper,,2023-04-14 17:05:54,,FIRE,Effect Monster,1000,1000,3,New
Vorse Raider,14898066,,,Unlimited,Unlimited,Vorse Raider,https://yugipedia.com/wiki/Vorse_Raider,"('Alternate',)",2022-10-29 14:00:42,"('Name', 'Type')",DARK,Normal Monster,1200,1900,4,Old
Vorse Raider,14898066,,,Unlimited,Unlimited,Vorse Raider,https://yugipedia.com/wiki/Vorse_Raider,"('Alternate',)",2023-03-20 18:59:01,"('Type',)",DARK,Normal Monster,1200,1900,4,New
Votis,75311421,,"('Trigger Effect',)",,Unlimited,Votis,https://yugipedia.com/wiki/Votis,,2022-11-09 10:03:51,,DARK,Effect Monster,1900,1700,4,Old
Votis,75311421,,"('Trigger Effect',)",Not yet released,Unlimited,Votis,https://yugipedia.com/wiki/Votis,,2023-04-21 16:56:10,,DARK,Effect Monster,1900,1700,4,New
Wake Up Your Elemental HERO,32828466,"('Elemental HERO', 'HERO')","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,Unlimited,Wake Up Your Elemental HERO,https://yugipedia.com/wiki/Wake_Up_Your_Elemental_HERO,,2023-03-03 16:45:46,,LIGHT,Fusion Monster,2100,2500,10,Old
Wake Up Your Elemental HERO,32828466,"('Elemental HERO', 'HERO')","('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Wake Up Your Elemental HERO,https://yugipedia.com/wiki/Wake_Up_Your_Elemental_HERO,,2023-03-28 10:20:01,,LIGHT,Fusion Monster,2100,2500,10,New
Wannabee!,03248469,,"('Condition', 'Trigger Effect')",,Unlimited,Wannabee!,https://yugipedia.com/wiki/Wannabee!,,2023-01-14 01:36:18,,LIGHT,Effect Monster,0,0,2,Old
Wannabee!,03248469,,"('Condition', 'Trigger Effect')",Not yet released,Unlimited,Wannabee!,https://yugipedia.com/wiki/Wannabee!,,2023-04-22 08:33:01,,LIGHT,Effect Monster,0,0,2,New
Weeping Idol,05763020,"('Inca',)","('Ignition Effect',)",Unlimited,Unlimited,Weeping Idol,https://yugipedia.com/wiki/Weeping_Idol,,2020-10-08 20:05:03,"('Any',)",DARK,Effect Monster,500,0,2,Old
