Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,Level/Rank,DEF,Pendulum Scale,Link,Link Arrows,ATK
Subterror Behemoth Phospheroglacier,01151281,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Phospheroglacier,,2020-03-17 00:38:06,,EARTH,Effect Monster,"('Flip monster',)",Aqua,8,2500,,,,2600
Subterror Behemoth Speleogeist,47556396,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Speleogeist,,2020-03-17 00:38:24,,EARTH,Effect Monster,"('Flip monster',)",Fiend,11,1400,,,,3000
Subterror Behemoth Stalagmo,78202553,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Stalagmo,,2020-03-17 00:38:39,,EARTH,Effect Monster,"('Flip monster',)",Rock,10,2100,,,,2800
Subterror Behemoth Stygokraken,65976795,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Stygokraken,,2020-03-17 00:38:55,,EARTH,Effect Monster,"('Flip monster',)",Sea Serpent,5,2600,,,,1400
Subterror Behemoth Ultramafus,92970404,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Ultramafus,,2020-03-17 00:39:15,,EARTH,Effect Monster,"('Flip monster',)",Pyro,12,1800,,,,3000
Subterror Behemoth Umastryx,42713844,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Umastryx,,2020-03-17 00:39:39,,EARTH,Effect Monster,"('Flip monster',)",Reptile,7,2700,,,,2000
Subterror Behemoth Voltelluric,21607304,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Voltelluric,,2020-03-17 00:39:56,,EARTH,Effect Monster,"('Flip monster',)",Thunder,9,3000,,,,1900
Subterror Cave Clash,68001309,Spell Card,Continuous Spell Card,"('Subterror',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Cave_Clash,,2022-04-20 15:32:48,,,,,,,,,,,
Subterror Fiendess,74762582,Monster Card,,"('Subterror',)","('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Fiendess,,2023-01-10 18:45:51,,EARTH,Effect Monster,,Spellcaster,1,500,,,,800
Subterror Final Battle,74640994,Trap Card,Normal Trap Card,"('Subterror',)","('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Final_Battle,,2022-10-11 17:48:29,,,,,,,,,,,
Subterror Guru,16428514,Monster Card,,"('Subterror',)","('Condition', 'Flip effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Guru,,2020-08-30 18:54:47,,EARTH,Effect Monster,"('Flip monster',)",Dragon,4,1800,,,,1600
Subterror Nemesis Archer,39581190,Monster Card,,"('Subterror',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Nemesis_Archer,,2022-04-20 15:13:41,,EARTH,Effect Monster,,Fairy,3,1400,,,,1600
Subterror Nemesis Defender,68823957,Monster Card,,"('Subterror',)","('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Nemesis_Defender,,2022-08-13 12:53:26,,EARTH,Effect Monster,,Beast-Warrior,2,2000,,,,100
Subterror Nemesis Warrior,16719140,Monster Card,,"('Subterror',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Nemesis_Warrior,,2020-03-17 00:41:10,,EARTH,Effect Monster,,Warrior,4,1200,,,,1800
Subterror Succession,73575650,Trap Card,Normal Trap Card,"('Subterror',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Succession,,2021-05-16 16:53:32,,,,,,,,,,,
Success Probability 0%,06859683,Trap Card,Normal Trap Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Success_Probability_0%25,,2022-10-03 14:28:36,,,,,,,,,,,
Successor Soul,69145169,Spell Card,Quick-Play Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Successor_Soul,,2022-11-25 05:05:08,,,,,,,,,,,
Succubus Knight,55291359,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Succubus_Knight,,2022-04-20 15:56:19,,DARK,Normal Monster,,Warrior,5,1300,,,,1650
Suijin,98434877,Monster Card,,,"('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Suijin,,2022-10-06 17:23:50,,WATER,Effect Monster,,Aqua,7,2400,,,,2500
Summon Breaker,18114794,Spell Card,Field Spell Card,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Summon_Breaker,,2021-02-03 22:43:50,,,,,,,,,,,
Summon Cloud,55375684,Spell Card,Continuous Spell Card,,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Summon_Cloud,,2022-07-24 07:39:04,,,,,,,,,,,
Summon Dice,41139112,Spell Card,Normal Spell Card,,"('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Summon_Dice,,2019-12-05 19:48:27,,,,,,,,,,,
Summon Gate,29724053,Trap Card,Continuous Trap Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Summon_Gate,,2019-12-05 19:48:47,,,,,,,,,,,
Summon Limit,23516703,Trap Card,Continuous Trap Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Summon_Limit,,2022-12-14 11:50:46,,,,,,,,,,,
Summon Over,48015771,Spell Card,Field Spell Card,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Summon_Over,,2019-12-05 19:49:28,,,,,,,,,,,
Summon Reactor・SK,89493368,Monster Card,,"('Reactor',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Summon_Reactor%E3%83%BBSK,,2022-04-22 02:58:52,,DARK,Effect Monster,,Machine,5,1400,,,,2000
Summon Sorceress,61665245,Monster Card,,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Forbidden,Forbidden,https://yugipedia.com/wiki/Summon_Sorceress,,2022-04-20 15:32:27,,DARK,Link Monster,,Spellcaster,,,,3,"('↙', '↘', '↑')",2400
Summon Storm,71459861,Spell Card,Normal Spell Card,,"('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Summon_Storm,,2022-03-26 16:02:40,,,,,,,,,,,
Summoned Skull,70781052,Monster Card,,"('Archfiend', 'Skull Archfiend')",,Unlimited,Unlimited,https://yugipedia.com/wiki/Summoned_Skull,"('Alternate',)",2022-10-29 13:02:22,"('Type',)",DARK,Normal Monster,,Fiend,6,1200,,,,2500
Summoner Monk,00423585,Monster Card,,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Summoner_Monk,,2022-04-15 16:21:25,"('Type',)",DARK,Effect Monster,,Spellcaster,4,1600,,,,800
Summoner of Illusions,14644902,Monster Card,,,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Summoner_of_Illusions,,2021-11-13 03:27:24,"('Type',)",LIGHT,Effect Monster,"('Flip monster',)",Spellcaster,3,900,,,,800
Summoner's Art,79816536,Spell Card,Normal Spell Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Summoner%27s_Art,,2022-04-20 16:14:46,,,,,,,,,,,
Summoning Curse,61650133,Spell Card,Continuous Spell Card,,"('Maintenance cost', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Summoning_Curse,,2023-01-03 20:31:27,,,,,,,,,,,
Summoning Swarm,52838896,Spell Card,Normal Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Summoning_Swarm,,2019-12-05 19:51:36,,,,,,,,,,,
Sun Dragon Inti,39823987,Monster Card,,"('Inca',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Sun_Dragon_Inti,,2022-12-27 13:04:57,,LIGHT,Synchro Monster,,Dragon,8,2800,,,,3000
Sun God Unification,77432167,Trap Card,Continuous Trap Card,,"('Condition', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sun_God_Unification,,2020-09-26 16:25:00,,,,,,,,,,,
Sunavalon Bloom,54340229,Trap Card,Continuous Trap Card,"('Sunavalon',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunavalon_Bloom,,2021-06-09 12:44:37,,,,,,,,,,,
Sunavalon Daphne,07984540,Monster Card,,"('Sunavalon',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunavalon_Daphne,,2022-09-14 13:16:56,,EARTH,Link Monster,,Plant,,,,2,"('←', '→')",0
Sunavalon Dryades,39880350,Monster Card,,"('Sunavalon',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunavalon_Dryades,,2022-08-13 12:54:09,,EARTH,Link Monster,,Plant,,,,2,"('↙', '↘')",0
Sunavalon Dryanome,65285459,Monster Card,,"('Sunavalon',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunavalon_Dryanome,,2022-08-13 12:54:25,,EARTH,Link Monster,,Plant,,,,3,"('↓', '↙', '↘')",0
Sunavalon Dryas,93896655,Monster Card,,"('Sunavalon',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunavalon_Dryas,,2022-08-13 12:54:52,,EARTH,Link Monster,,Plant,,,,1,"('↓',)",0
Sunavalon Dryatrentiay,92770064,Monster Card,,"('Sunavalon',)","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunavalon_Dryatrentiay,,2022-08-13 12:55:33,,EARTH,Link Monster,,Plant,,,,4,"('↓', '↙', '↘', '↑')",0
Sunavalon Melias,44478599,Monster Card,,"('Sunavalon',)","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunavalon_Melias,,2022-09-14 13:16:41,,EARTH,Link Monster,,Plant,,,,3,"('←', '→', '↑')",0
Sunlight Unicorn,10321588,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunlight_Unicorn,,2020-10-29 10:27:54,,LIGHT,Effect Monster,,Beast,4,1000,,,,1800
Sunlit Sentinel,78360952,Monster Card,,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunlit_Sentinel,,2022-05-19 23:09:13,,EARTH,Effect Monster,,Warrior,6,1500,,,,2300
Sunny Pixie,73837870,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunny_Pixie,,2023-01-03 20:37:30,,LIGHT,Effect Monster,"('Tuner monster',)",Spellcaster,1,400,,,,300
Sunseed Genius Loci,27520594,Monster Card,,"('Sunseed',)",,Unlimited,Unlimited,https://yugipedia.com/wiki/Sunseed_Genius_Loci,,2021-04-16 13:21:49,,EARTH,Normal Monster,,Plant,1,600,,,,0
Sunseed Shadow,30013902,Monster Card,,"('Sunseed',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunseed_Shadow,,2021-05-23 00:03:34,,EARTH,Effect Monster,,Plant,1,400,,,,0
Sunseed Twin,66407907,Monster Card,,"('Sunseed',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunseed_Twin,,2021-04-16 13:36:45,,EARTH,Effect Monster,,Plant,2,800,,,,0
Sunvine Cross Breed,70473293,Spell Card,Continuous Spell Card,"('Sunvine',)","('Condition', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunvine_Cross_Breed,,2022-09-14 13:16:18,,,,,,,,,,,
Sunvine Gardna,28168762,Monster Card,,"('Sunvine',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunvine_Gardna,,2021-04-16 14:01:21,,EARTH,Link Monster,,Plant,,,,1,"('↑',)",600
Sunvine Healer,65563871,Monster Card,,"('Sunvine',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunvine_Healer,,2022-04-20 15:26:08,,EARTH,Link Monster,,Plant,,,,1,"('↑',)",600
Sunvine Maiden,53618293,Monster Card,,"('Sunvine',)","('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunvine_Maiden,,2022-08-14 10:56:21,,EARTH,Effect Monster,,Plant,1,0,,,,0
Sunvine Shrine,27946124,Spell Card,Continuous Spell Card,"('Sunvine',)","('Activation condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunvine_Shrine,,2021-04-16 14:08:44,,,,,,,,,,,
Sunvine Sowing,53286626,Spell Card,Normal Spell Card,"('Sunvine',)","('Condition', 'Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunvine_Sowing,,2022-09-14 11:33:19,,,,,,,,,,,
Sunvine Thrasher,91557476,Monster Card,,"('Sunvine',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Sunvine_Thrasher,,2022-07-24 08:21:24,,EARTH,Link Monster,,Plant,,,,1,"('↓',)",800
Supay,78552773,Monster Card,,"('Inca',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Supay,,2022-07-21 17:13:38,"('Type',)",EARTH,Effect Monster,"('Tuner monster',)",Fiend,1,100,,,,300
"Supay, Duskwalker",17315396,Monster Card,,"('Inca',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Supay,_Duskwalker",,2022-07-22 00:04:06,,EARTH,Effect Monster,,Spellcaster,5,1900,,,,2200
Super All In!,16780318,Spell Card,Normal Spell Card,,"('Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_All_In!,,2020-10-06 16:27:53,,,,,,,,,,,
Super Anti-Kaiju War Machine Mecha-Dogoran,84769941,Monster Card,,"('Kaiju',)","('Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Anti-Kaiju_War_Machine_Mecha-Dogoran,,2021-12-03 18:48:49,,LIGHT,Effect Monster,,Machine,8,2000,,,,?
Super Anti-Kaiju War Machine Mecha-Thunder-King,29913783,Monster Card,,"('Kaiju',)","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Anti-Kaiju_War_Machine_Mecha-Thunder-King,,2021-12-27 17:13:59,,LIGHT,Effect Monster,,Machine,9,2100,,,,2200
"Super Armored Robot Armed Black Iron ""C""",77754169,Monster Card,,"('""C""',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Armored_Robot_Armed_Black_Iron_%22C%22,,2020-08-02 04:31:18,,EARTH,Effect Monster,,Insect,8,2800,,,,2400
Super Conductor Tyranno,85520851,Monster Card,,,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Conductor_Tyranno,,2020-03-17 00:45:39,"('Type',)",LIGHT,Effect Monster,,Dinosaur,8,1400,,,,3300
Super Crashbug,86804246,Monster Card,,"('Crashbug',)","('Continuous Effect', 'Summoning condition', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Crashbug,,2021-07-10 13:28:31,,DARK,Effect Monster,,Fiend,4,3000,,,,0
Super Defense Robot Elephan,45496268,Monster Card,,"('Super Defense Robot',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Defense_Robot_Elephan,,2020-03-17 00:46:22,,EARTH,Effect Monster,,Machine,8,2500,,,,1400
Super Defense Robot Lio,08091563,Monster Card,,"('Super Defense Robot',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Defense_Robot_Lio,,2021-01-26 17:27:24,,EARTH,Effect Monster,,Machine,4,1600,,,,1200
Super Defense Robot Monki,71880877,Monster Card,,"('Super Defense Robot',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Defense_Robot_Monki,,2020-03-17 00:47:20,,EARTH,Effect Monster,,Machine,3,1200,,,,800
Super Double Summon,26120084,Spell Card,Quick-Play Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Double_Summon,,2022-04-25 02:50:36,,,,,,,,,,,
Super Express Bullet Train,52481437,Monster Card,,"('Train',)","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Express_Bullet_Train,,2022-11-05 13:38:54,,EARTH,Effect Monster,,Machine,10,0,,,,3000
Super Hippo Carnival,11050415,Spell Card,Quick-Play Spell Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Hippo_Carnival,,2022-12-03 02:02:02,,,,,,,,,,,
Super Junior Confrontation,29590905,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Junior_Confrontation,,2022-08-14 06:04:44,,,,,,,,,,,
Super Koi Koi,66171432,Spell Card,Normal Spell Card,,"('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Koi_Koi,,2021-05-23 01:46:09,,,,,,,,,,,
Super Polymerization,48130397,Spell Card,Quick-Play Spell Card,"('Polymerization (archetype)',)","('Condition', 'Cost', 'Effect')",Unlimited,Semi-Limited,https://yugipedia.com/wiki/Super_Polymerization,,2023-02-14 17:48:41,,,,,,,,,,,
Super Quantal Alphan Spike,72332074,Spell Card,Normal Spell Card,"('Super Quant',)","('Activation condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Alphan_Spike,,2022-07-24 04:17:18,,,,,,,,,,,
Super Quantal Alphancall Appeal,15721392,Spell Card,Quick-Play Spell Card,"('Super Quant',)","('Activation condition', 'Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Alphancall_Appeal,,2022-04-20 15:16:30,,,,,,,,,,,
Super Quantal Fairy Alphan,58753372,Monster Card,,"('Super Quant',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Fairy_Alphan,,2020-03-17 00:48:09,,LIGHT,Effect Monster,,Fairy,1,0,,,,0
Super Quantal Mech Beast Aeroboros,11646785,Monster Card,,"('Super Quant', 'Super Quantal Mech Beast')","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Mech_Beast_Aeroboros,,2020-03-17 00:48:31,,WIND,Xyz Monster,,Machine,4,2400,,,,2200
Super Quantal Mech Beast Grampulse,85252081,Monster Card,,"('Super Quant', 'Super Quantal Mech Beast')","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Mech_Beast_Grampulse,,2020-03-17 00:48:51,,WATER,Xyz Monster,,Machine,3,2800,,,,1800
Super Quantal Mech Beast Lusterrex,57450198,Monster Card,,"('Super Quant', 'Super Quantal Mech Beast')","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Mech_Beast_Lusterrex,,2020-03-17 00:49:11,,LIGHT,Xyz Monster,,Machine,7,1900,,,,2700
Super Quantal Mech Beast Magnaliger,57031794,Monster Card,,"('Super Quant', 'Super Quantal Mech Beast')","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Mech_Beast_Magnaliger,,2020-03-17 00:49:34,,FIRE,Xyz Monster,,Machine,5,2000,,,,2600
Super Quantal Mech King Great Magnus,84025439,Monster Card,,"('Super Quant',)","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Mech_King_Great_Magnus,,2021-06-04 13:42:10,,LIGHT,Xyz Monster,,Machine,12,3200,,,,3600
Super Quantal Mech Ship Magnacarrier,10424147,Spell Card,Field Spell Card,"('Super Quant',)","('Ignition-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Mech_Ship_Magnacarrier,,2020-01-28 04:59:32,,,,,,,,,,,
Super Quantal Mech Sword - Magnaslayer,47819246,Trap Card,Normal Trap Card,"('Super Quant',)","('Continuous-like Effect', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Mech_Sword_-_Magnaslayer,,2019-12-05 19:56:45,,,,,,,,,,,
Super Quantal Union - Magnaformation,01825445,Trap Card,Continuous Trap Card,"('Super Quant',)","('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantal_Union_-_Magnaformation,,2022-08-14 11:29:55,,,,,,,,,,,
Super Quantum Blue Layer,12369277,Monster Card,,"('Super Quant', 'Super Quantum')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantum_Blue_Layer,,2022-04-20 15:02:20,,WATER,Effect Monster,,Psychic,3,2000,,,,1200
Super Quantum Green Layer,85374678,Monster Card,,"('Super Quant', 'Super Quantum')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantum_Green_Layer,,2020-03-17 00:50:18,,WIND,Effect Monster,,Spellcaster,4,1400,,,,1600
Super Quantum Red Layer,59975920,Monster Card,,"('Super Quant', 'Super Quantum')","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantum_Red_Layer,,2020-10-08 15:15:27,,FIRE,Effect Monster,,Warrior,5,800,,,,2000
Super Quantum White Layer,73422829,Monster Card,,"('Super Quant', 'Super Quantum')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Quantum_White_Layer,,2020-03-17 00:50:53,,LIGHT,Effect Monster,,Fairy,7,2400,,,,2400
Super Rejuvenation,27770341,Spell Card,Quick-Play Spell Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Super_Rejuvenation,"('Edited',)",2021-07-12 23:25:31,"('Type',)",,,,,,,,,,
