Card number,Set,Rarity,Region,Release,Series,Set type,Cover card,Page URL,Modification date,Version
PP02-IT004,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT005,Premium Pack 2,"('Super Rare', 'Secret Rare')",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT005,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT006,Premium Pack 2,"('Super Rare', 'Secret Rare')",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT006,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT007,Premium Pack 2,"('Super Rare', 'Secret Rare')",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT007,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT008,Premium Pack 2,"('Super Rare', 'Secret Rare')",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT008,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT009,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT009,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT010,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT010,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT011,Premium Pack 2,"('Super Rare', 'Secret Rare')",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT011,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT012,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT012,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT013,Premium Pack 2,"('Super Rare', 'Secret Rare')",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT013,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT014,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT014,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT015,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT015,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT016,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT016,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT017,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT017,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT018,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT018,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT019,Premium Pack 2,"('Super Rare', 'Secret Rare')",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT019,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-IT020,Premium Pack 2,"('Secret Rare',)",IT,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-IT020,Premium Pack 2 (TCG),"('Secret Rare',)",IT,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP001,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP001,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP002,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP002,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP003,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP003,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP004,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP004,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP005,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP005,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP006,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP006,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP007,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP007,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP008,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP008,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP009,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP009,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP010,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP010,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP011,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP011,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP012,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP012,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP013,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP013,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP014,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP014,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP015,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP015,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP016,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP016,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP017,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP017,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP018,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP018,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP019,Premium Pack 2,"('Super Rare', 'Secret Rare')",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP019,Premium Pack 2 (TCG),"('Super Rare', 'Secret Rare')",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
PP02-SP020,Premium Pack 2,"('Secret Rare',)",SP,,,,,https://yugipedia.com/wiki/Premium_Pack_2,2015-05-22 19:35:08,Old
PP02-SP020,Premium Pack 2 (TCG),"('Secret Rare',)",SP,2008-07-31,Premium Pack,Booster pack,"('Elemental HERO Voltic',)",https://yugipedia.com/wiki/Premium_Pack_2_(TCG),2022-07-26 20:37:07,New
SDH-S000,Spell Ruler,"('Secret Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S000,Spell Ruler,"('Secret Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S000,Spell Ruler,"('Secret Rare',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S001,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S001,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S001,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S002,Spell Ruler,"('Ultra Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S002,Spell Ruler,"('Ultra Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S002,Spell Ruler,"('Ultra Rare',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S003,Spell Ruler,"('Super Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S003,Spell Ruler,"('Super Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S003,Spell Ruler,"('Super Rare',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S004,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S004,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S004,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S005,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S005,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S005,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S006,Spell Ruler,"('Ultra Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S006,Spell Ruler,"('Ultra Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S006,Spell Ruler,"('Ultra Rare',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S007,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S007,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S007,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S008,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S008,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S008,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S009,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S009,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S009,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S010,Spell Ruler,"('Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S010,Spell Ruler,"('Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S010,Spell Ruler,"('Rare',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S011,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S011,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S011,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S012,Spell Ruler,"('Super Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S012,Spell Ruler,"('Super Rare',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S012,Spell Ruler,"('Super Rare',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S013,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S013,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S013,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S014,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S014,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S014,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S015,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S015,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S015,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S016,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S016,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S016,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S017,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S017,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S017,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S018,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S018,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S018,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S019,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S019,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S019,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S020,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S020,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S020,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S021,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S021,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S021,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S022,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S022,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
SDH-S022,Spell Ruler,"('Common',)",SP,2004-09-01,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,New
SDH-S023,Spell Ruler,"('Common',)",SP,,Core Booster,Booster pack,"('Relinquished',)",https://yugipedia.com/wiki/Spell_Ruler,2022-07-23 10:14:05,Old
