Name,Card type,Property,Archseries,Attribute,Primary type,Monster type,Effect type,Level/Rank,DEF,Legend,Maximum mode,ATK,MAXIMUM ATK,Page name,Page URL,Artwork,Modification date
Sportsdragon Connection,Spell Card,Normal Spell Card,"('Sportsdragon',)",,,,"('Effect',)",,,False,False,,,Sportsdragon Connection,https://yugipedia.com/wiki/Sportsdragon_Connection,,2021-12-17 10:54:18
Sportsdragon Defender,Monster Card,,"('Sportsdragon',)",EARTH,Effect Monster,Dragon,"('Effect',)",2,700,False,False,300,,Sportsdragon Defender,https://yugipedia.com/wiki/Sportsdragon_Defender,,2022-09-21 04:04:32
Sportsdragon Keeper,Monster Card,,"('Sportsdragon',)",EARTH,Normal Monster,Dragon,,6,1900,False,False,400,,Sportsdragon Keeper,https://yugipedia.com/wiki/Sportsdragon_Keeper,,2022-09-21 03:49:03
Sportsdragon Kickbase Master,Monster Card,,"('Sportsdragon',)",DARK,Fusion Monster,Dragon,"('Effect',)",7,200,False,False,2300,,Sportsdragon Kickbase Master,https://yugipedia.com/wiki/Sportsdragon_Kickbase_Master,,2022-10-31 18:33:13
Sportsdragon Pitcher,Monster Card,,"('Sportsdragon',)",DARK,Effect Monster,Dragon,"('Effect',)",1,1000,False,False,0,,Sportsdragon Pitcher,https://yugipedia.com/wiki/Sportsdragon_Pitcher,,2023-01-03 23:15:12
Sportsdragon Slugger,Monster Card,,"('Sportsdragon',)",DARK,Effect Monster,Dragon,"('Effect',)",3,0,False,False,1000,,Sportsdragon Slugger,https://yugipedia.com/wiki/Sportsdragon_Slugger,,2023-01-03 23:10:14
Sportsdragon Striker,Monster Card,,"('Sportsdragon',)",EARTH,Effect Monster,Dragon,"('Effect',)",4,200,False,False,1300,,Sportsdragon Striker,https://yugipedia.com/wiki/Sportsdragon_Striker,,2022-09-21 04:03:37
Spot Moonlight,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Spot Moonlight,https://yugipedia.com/wiki/Spot_Moonlight,,2023-02-08 22:56:17
Spy Observation,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Spy Observation,https://yugipedia.com/wiki/Spy_Observation,,2022-09-21 06:15:10
Spyturtle,Monster Card,,,LIGHT,Effect Monster,Reptile,"('Effect',)",4,1300,False,False,800,,Spyturtle,https://yugipedia.com/wiki/Spyturtle,,2022-12-21 09:52:51
Star Cat Destronya,Monster Card,,"('Cat (Rush Duel series)',)",DARK,Fusion Monster,Beast-Warrior,"('Effect',)",9,200,False,False,2900,,Star Cat Destronya,https://yugipedia.com/wiki/Star_Cat_Destronya,,2023-01-21 14:26:46
Star Cat Straynya,Monster Card,,"('Cat (Rush Duel series)',)",DARK,Fusion Monster,Beast-Warrior,"('Effect',)",9,200,False,False,2900,,Star Cat Straynya,https://yugipedia.com/wiki/Star_Cat_Straynya,,2023-01-21 14:25:51
The Star Dragon,Monster Card,,"('The',)",LIGHT,Effect Monster,Dragon,"('Effect',)",7,1500,False,False,2500,,The Star Dragon,https://yugipedia.com/wiki/The_Star_Dragon,,2023-01-11 01:08:51
Star Restart,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Star Restart,https://yugipedia.com/wiki/Star_Restart,,2022-10-20 06:55:24
Star Trancer,Monster Card,,,DARK,Effect Monster,Galaxy (Type),"('Effect',)",6,1200,False,False,1700,,Star Trancer,https://yugipedia.com/wiki/Star_Trancer,"('Edited',)",2023-01-31 20:43:44
Star Tri-Leo,Monster Card,,,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",3,1300,False,False,300,,Star Tri-Leo,https://yugipedia.com/wiki/Star_Tri-Leo,,2023-01-10 21:00:50
Star-mina Burst,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Star-mina Burst,https://yugipedia.com/wiki/Star-mina_Burst,,2023-02-02 23:31:39
Stardom Light,Spell Card,Normal Spell Card,"('Band Group',)",,,,"('Effect',)",,,False,False,,,Stardom Light,https://yugipedia.com/wiki/Stardom_Light,,2022-09-25 03:05:05
Startup Goblin,Monster Card,,,EARTH,Effect Monster,Beast-Warrior,"('Effect',)",4,1000,False,False,1000,,Startup Goblin,https://yugipedia.com/wiki/Startup_Goblin,,2022-10-30 07:46:07
Steel Force,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Steel Force,https://yugipedia.com/wiki/Steel_Force,,2023-01-24 19:59:26
Steel Mech Lord Mirror Innovator,Monster Card,,,LIGHT,Effect Monster,Machine,"('Effect',)",7,1800,False,False,2400,,Steel Mech Lord Mirror Innovator,https://yugipedia.com/wiki/Steel_Mech_Lord_Mirror_Innovator,,2022-09-21 06:17:27
Steel Steed Martin Vinary,Monster Card,,,EARTH,Effect Monster,Machine,"('Effect',)",7,1700,False,False,2400,,Steel Steed Martin Vinary,https://yugipedia.com/wiki/Steel_Steed_Martin_Vinary,,2023-02-15 13:32:23
Steel Strike Dragon Metagias,Monster Card,,"('Strike Dragon',)",DARK,Effect Monster,Dragon,"('Effect',)",7,1500,False,False,2500,,Steel Strike Dragon Metagias,https://yugipedia.com/wiki/Steel_Strike_Dragon_Metagias,,2022-12-25 09:22:43
Stegocutter,Spell Card,Equip Spell Card,"('Dynakit',)",,,,,,,False,False,,,Stegocutter,https://yugipedia.com/wiki/Stegocutter,,2022-11-17 03:55:16
Stella the Shadow Flower Crest,Monster Card,,"('Shadow Flower',)",EARTH,Effect Monster,Plant,,1,400,False,False,300,,Stella the Shadow Flower Crest,https://yugipedia.com/wiki/Stella_the_Shadow_Flower_Crest,,2023-02-16 09:46:17
Stemagic,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Stemagic,https://yugipedia.com/wiki/Stemagic,,2023-01-21 14:32:51
Stock Buster Dragon,Monster Card,,,DARK,Effect Monster,Dragon,"('Effect',)",7,1600,False,False,2400,,Stock Buster Dragon,https://yugipedia.com/wiki/Stock_Buster_Dragon,,2022-12-25 17:39:46
Stock the Noodle Ninja,Monster Card,,"('Noodle Ninja',)",FIRE,Normal Monster,Pyro,,4,1200,False,False,1000,,Stock the Noodle Ninja,https://yugipedia.com/wiki/Stock_the_Noodle_Ninja,,2022-10-20 07:39:39
Stone Airplane Gravelindbergh,Monster Card,,,EARTH,Normal Monster,Rock,,3,0,False,False,1400,,Stone Airplane Gravelindbergh,https://yugipedia.com/wiki/Stone_Airplane_Gravelindbergh,,2022-10-19 16:37:02
Stone Car Exhaustone,Monster Card,,,EARTH,Normal Monster,Rock,,1,1400,False,False,0,,Stone Car Exhaustone,https://yugipedia.com/wiki/Stone_Car_Exhaustone,,2022-10-19 16:34:08
Stone Chariot Gravelriot,Monster Card,,,EARTH,Normal Monster,Rock,,6,2000,False,False,1800,,Stone Chariot Gravelriot,https://yugipedia.com/wiki/Stone_Chariot_Gravelriot,,2022-10-19 17:32:34
Stone Dragon,Monster Card,,,EARTH,Normal Monster,Rock,,7,2300,False,False,2000,,Stone Dragon (Rush Duel),https://yugipedia.com/wiki/Stone_Dragon_(Rush_Duel),,2022-09-21 06:24:48
Stone Machine Gareking,Monster Card,,,EARTH,Effect Monster,Rock,,7,1400,False,False,2500,,Stone Machine Gareking,https://yugipedia.com/wiki/Stone_Machine_Gareking,,2022-10-20 00:17:10
Stone Train Degoishi,Monster Card,,,EARTH,Normal Monster,Rock,,2,700,False,False,400,,Stone Train Degoishi,https://yugipedia.com/wiki/Stone_Train_Degoishi,,2022-10-19 16:35:42
Stop Defense,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Stop Defense (Rush Duel),https://yugipedia.com/wiki/Stop_Defense_(Rush_Duel),,2022-09-20 11:19:33
Storm Sonic,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Storm Sonic,https://yugipedia.com/wiki/Storm_Sonic,,2022-09-21 06:12:40
Stormbolt Destroyer,Monster Card,,,WATER,Effect Monster,Thunder,"('Effect',)",7,1600,False,False,2400,,Stormbolt Destroyer,https://yugipedia.com/wiki/Stormbolt_Destroyer,,2022-09-21 06:26:32
Straight Pierce,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Straight Pierce,https://yugipedia.com/wiki/Straight_Pierce,,2022-10-30 07:47:26
Strange Attractor,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Strange Attractor,https://yugipedia.com/wiki/Strange_Attractor,,2023-01-25 09:36:25
Strange Attractor,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Strange Attractor (Trap Card),https://yugipedia.com/wiki/Strange_Attractor_(Trap_Card),,2022-11-16 23:52:30
Strange Seas,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Strange Seas,https://yugipedia.com/wiki/Strange_Seas,,2022-11-17 12:07:30
The Strange Specter of Celestial Severance,Monster Card,,,DARK,Effect Monster,Zombie,"('Effect',)",3,0,False,False,1200,,The Strange Specter of Celestial Severance,https://yugipedia.com/wiki/The_Strange_Specter_of_Celestial_Severance,,2022-10-20 06:56:35
Strange Traveler,Monster Card,,,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",4,200,False,False,1100,,Strange Traveler,https://yugipedia.com/wiki/Strange_Traveler,,2022-09-20 11:09:04
Strange Wall,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Strange Wall,https://yugipedia.com/wiki/Strange_Wall,,2022-12-21 09:17:37
Stray Force,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Stray Force,https://yugipedia.com/wiki/Stray_Force,,2023-01-21 14:51:06
Straynge Cat,Monster Card,,,EARTH,Normal Monster,Spellcaster,,1,1400,False,False,0,,Straynge Cat,https://yugipedia.com/wiki/Straynge_Cat,,2022-04-23 06:51:10
Straynge Cats,Monster Card,,,EARTH,Fusion Monster,Spellcaster,"('Effect',)",7,2600,False,False,200,,Straynge Cats,https://yugipedia.com/wiki/Straynge_Cats,,2022-10-31 18:32:48
Stream,Spell Card,Field Spell Card,,,,,"('Effect',)",,,False,False,,,Stream,https://yugipedia.com/wiki/Stream,,2022-12-19 20:07:45
Street Shock,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Street Shock,https://yugipedia.com/wiki/Street_Shock,,2023-01-24 20:41:29
Strong Boy Sevens Road,Monster Card,,"('Sevens Road',)",DARK,Effect Monster,Spellcaster,"('Effect',)",7,1500,False,False,2100,,Strong Boy Sevens Road,https://yugipedia.com/wiki/Strong_Boy_Sevens_Road,,2023-02-04 14:29:24
Stud Hedgepeg,Monster Card,,,EARTH,Effect Monster,Machine,"('Effect',)",2,900,False,False,800,,Stud Hedgepeg,https://yugipedia.com/wiki/Stud_Hedgepeg,,2022-12-21 09:23:46
Sturdy Strike Dragon Metagiastar F,Monster Card,,"('Strike Dragon',)",DARK,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",9,2000,False,False,3000,,Sturdy Strike Dragon Metagiastar F,https://yugipedia.com/wiki/Sturdy_Strike_Dragon_Metagiastar_F,,2023-01-07 05:19:36
Summoned Skull,Monster Card,,,DARK,Normal Monster,Fiend,,6,1200,True,False,2500,,Summoned Skull (Rush Duel),https://yugipedia.com/wiki/Summoned_Skull_(Rush_Duel),,2023-02-16 14:26:48
Sunbathing Kappa,Trap Card,Normal Trap Card,"('Kappa',)",,,,"('Effect',)",,,False,False,,,Sunbathing Kappa,https://yugipedia.com/wiki/Sunbathing_Kappa,,2022-11-17 12:06:29
Sunny Fairy Spinangel,Monster Card,,,FIRE,Normal Monster,Fairy,,4,0,False,False,1500,,Sunny Fairy Spinangel,https://yugipedia.com/wiki/Sunny_Fairy_Spinangel,,2022-12-20 10:47:40
Sunny Forest,Spell Card,Field Spell Card,,,,,"('Effect',)",,,False,False,,,Sunny Forest,https://yugipedia.com/wiki/Sunny_Forest,,2023-01-06 14:44:05
Super Assistant Achi,Monster Card,,"('Chemistry',)",FIRE,Normal Monster,Pyro,,1,1500,False,False,0,,Super Assistant Achi,https://yugipedia.com/wiki/Super_Assistant_Achi,,2023-01-04 11:48:05
Super King Rex,Monster Card,,,EARTH,Effect Monster,Dinosaur,"('Effect',)",8,2000,False,False,2500,,Super King Rex,https://yugipedia.com/wiki/Super_King_Rex,,2022-09-21 03:39:00
Super Nether Emperor Dragon Jugemjugem,Monster Card,,,DARK,Effect Monster,Wyrm,,7,2200,False,False,2200,,Super Nether Emperor Dragon Jugemjugem,https://yugipedia.com/wiki/Super_Nether_Emperor_Dragon_Jugemjugem,,2023-02-15 16:25:16
Superscalar Scale,Spell Card,Normal Spell Card,"('High Tech Dragon',)",,,,,,,False,False,,,Superscalar Scale,https://yugipedia.com/wiki/Superscalar_Scale,,2022-08-06 23:17:35
Superstar Session,Spell Card,Normal Spell Card,"('Psychic Musician',)",,,,,,,False,False,,,Superstar Session,https://yugipedia.com/wiki/Superstar_Session,,2022-11-02 17:20:20
Supremacy Charge,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Supremacy Charge,https://yugipedia.com/wiki/Supremacy_Charge,,2023-02-09 20:00:21
Supreme Beast Magnum Overlord,Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Continuous Effect', 'Summoning condition')",10,0,False,True,1900,3500,Supreme Beast Magnum Overlord,https://yugipedia.com/wiki/Supreme_Beast_Magnum_Overlord,,2022-10-30 15:44:15
Supreme Beast Magnum Overlord [L],Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Continuous Effect',)",4,0,False,True,800,,Supreme Beast Magnum Overlord (L),https://yugipedia.com/wiki/Supreme_Beast_Magnum_Overlord_(L),,2022-10-30 06:25:14
Supreme Beast Magnum Overlord [R],Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Continuous Effect',)",3,0,False,True,500,,Supreme Beast Magnum Overlord (R),https://yugipedia.com/wiki/Supreme_Beast_Magnum_Overlord_(R),,2022-10-30 06:25:32
Supreme Electromagnetic Maximum,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Supreme Electromagnetic Maximum,https://yugipedia.com/wiki/Supreme_Electromagnetic_Maximum,,2023-02-04 03:17:45
Supreme HQ Magnum Overbase,Spell Card,Field Spell Card,,,,,"('Effect',)",,,False,False,,,Supreme HQ Magnum Overbase,https://yugipedia.com/wiki/Supreme_HQ_Magnum_Overbase,,2022-09-21 06:02:25
Supreme Machine Magnum Overlord,Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Continuous Effect', 'Summoning condition')",10,0,False,True,1900,3500,Supreme Machine Magnum Overlord,https://yugipedia.com/wiki/Supreme_Machine_Magnum_Overlord,,2022-11-25 12:02:07
Supreme Machine Magnum Overlord [L],Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Effect',)",4,0,False,True,800,,Supreme Machine Magnum Overlord (L),https://yugipedia.com/wiki/Supreme_Machine_Magnum_Overlord_(L),"('Alternate',)",2022-11-25 12:02:38
Supreme Machine Magnum Overlord [R],Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Effect',)",3,0,False,True,500,,Supreme Machine Magnum Overlord (R),https://yugipedia.com/wiki/Supreme_Machine_Magnum_Overlord_(R),"('Alternate',)",2022-11-25 12:02:45
Supreme Skystream Magnum Overlord,Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Effect', 'Summoning condition')",10,0,False,True,1900,3500,Supreme Skystream Magnum Overlord,https://yugipedia.com/wiki/Supreme_Skystream_Magnum_Overlord,,2023-01-05 23:18:26
Supreme Skystream Magnum Overlord [L],Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Effect',)",4,0,False,True,800,,Supreme Skystream Magnum Overlord (L),https://yugipedia.com/wiki/Supreme_Skystream_Magnum_Overlord_(L),,2023-01-05 23:15:13
Supreme Skystream Magnum Overlord [R],Monster Card,,"('Supreme Magnum Overlord',)",DARK,Maximum Monster,Machine,"('Effect',)",3,0,False,True,500,,Supreme Skystream Magnum Overlord (R),https://yugipedia.com/wiki/Supreme_Skystream_Magnum_Overlord_(R),,2023-01-05 23:20:52
Surge Bolt Lizard,Monster Card,,,LIGHT,Normal Monster,Thunder,,4,0,False,False,1500,,Surge Bolt Lizard,https://yugipedia.com/wiki/Surge_Bolt_Lizard,,2022-09-21 06:14:35
Surge Vortex Dragoon,Monster Card,,,LIGHT,Fusion Monster,Thunder,"('Effect',)",8,0,False,False,2500,,Surge Vortex Dragoon,https://yugipedia.com/wiki/Surge_Vortex_Dragoon,,2022-10-31 18:32:25
Surprise Hatch - BB Down,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Surprise Hatch - BB Down,https://yugipedia.com/wiki/Surprise_Hatch_-_BB_Down,,2022-08-28 10:18:17
Surprising Barcode,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Surprising Barcode,https://yugipedia.com/wiki/Surprising_Barcode,,2023-01-24 19:16:04
Surprising Zomvictory,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Surprising Zomvictory,https://yugipedia.com/wiki/Surprising_Zomvictory,,2023-01-16 21:33:58
Survival Swordfish,Monster Card,,,WATER,Effect Monster,Fish,"('Effect',)",6,0,False,False,1800,,Survival Swordfish,https://yugipedia.com/wiki/Survival_Swordfish,,2022-10-20 07:35:57
Swapinning Silkworm Fibellon,Monster Card,,,EARTH,Effect Monster,Insect,"('Effect',)",1,1000,False,False,100,,Swapinning Silkworm Fibellon,https://yugipedia.com/wiki/Swapinning_Silkworm_Fibellon,,2022-09-21 06:24:46
Swipe Sleipnir,Monster Card,,"('High Tech Dragon',)",LIGHT,Effect Monster,Dragon,,6,0,False,False,1800,,Swipe Sleipnir,https://yugipedia.com/wiki/Swipe_Sleipnir,,2023-01-29 23:44:53
Sword & Shield,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Sword & Shield,https://yugipedia.com/wiki/Sword_%26_Shield,,2022-10-20 07:18:37
Sword Dancer,Monster Card,,"('Metarion',)",LIGHT,Normal Monster,Warrior,,4,500,False,False,1400,,Sword Dancer,https://yugipedia.com/wiki/Sword_Dancer,,2022-12-30 00:54:38
Sword Skill - Ruler's Slash,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Sword Skill - Ruler's Slash,https://yugipedia.com/wiki/Sword_Skill_-_Ruler%27s_Slash,,2023-01-19 20:33:50
Swordfish Vanguard Gaju,Monster Card,,,WATER,Effect Monster,Sea Serpent,"('Effect',)",2,300,False,False,700,,Swordfish Vanguard Gaju,https://yugipedia.com/wiki/Swordfish_Vanguard_Gaju,,2022-12-20 10:46:31
Swordsman of Roadstar,Monster Card,,,LIGHT,Normal Monster,Warrior,,3,500,False,False,1200,,Swordsman of Roadstar,https://yugipedia.com/wiki/Swordsman_of_Roadstar,,2023-01-05 22:49:00
Sylphidra,Monster Card,,,WIND,Normal Monster,Dragon,,4,0,False,False,1500,,Sylphidra,https://yugipedia.com/wiki/Sylphidra,,2022-07-06 18:06:47
Tag-Up-Magic Sacrifice Force,Spell Card,Normal Spell Card,"('Baseball',)",,,,"('Effect',)",,,False,False,,,Tag-Up-Magic Sacrifice Force,https://yugipedia.com/wiki/Tag-Up-Magic_Sacrifice_Force,,2022-09-21 06:05:36
Taiban Bluemai,Monster Card,,"('Shaman Bandit',)",WIND,Effect Monster,Psychic,"('Effect',)",3,1000,False,False,1000,,Taiban Bluemai,https://yugipedia.com/wiki/Taiban_Bluemai,"('Edited',)",2023-02-04 14:24:47
Takegumi the Ruler's Squad,Monster Card,,"('Three Rulers',)",EARTH,Effect Monster,Warrior,"('Effect',)",6,1800,False,False,0,,Takegumi the Ruler's Squad,https://yugipedia.com/wiki/Takegumi_the_Ruler%27s_Squad,,2022-09-21 06:23:08
Takriminos,Monster Card,,,WATER,Normal Monster,Sea Serpent,,4,1200,False,False,1500,,Takriminos (Rush Duel),https://yugipedia.com/wiki/Takriminos_(Rush_Duel),,2022-09-21 06:23:52
Talismanic Seal Array,Spell Card,Normal Spell Card,"('Talismanic',)",,,,"('Effect',)",,,False,False,,,Talismanic Seal Array,https://yugipedia.com/wiki/Talismanic_Seal_Array,,2022-12-21 09:16:39
Tama the Mancer Cat,Monster Card,,,DARK,Effect Monster,Beast,"('Effect',)",1,1000,False,False,0,,Tama the Mancer Cat,https://yugipedia.com/wiki/Tama_the_Mancer_Cat,,2022-09-21 05:57:53
Tamabot,Monster Card,,,EARTH,Normal Monster,Machine,,1,0,False,False,200,,Tamabot,https://yugipedia.com/wiki/Tamabot,,2022-12-21 09:23:57
Tamatamagachance,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Tamatamagachance,https://yugipedia.com/wiki/Tamatamagachance,,2022-10-09 08:18:48
Tang the Noodle Ninja,Monster Card,,"('Noodle Ninja',)",FIRE,Normal Monster,Pyro,,3,1000,False,False,800,,Tang the Noodle Ninja,https://yugipedia.com/wiki/Tang_the_Noodle_Ninja,,2022-09-21 03:12:42
Taste Inspector,Monster Card,,,FIRE,Normal Monster,Pyro,,3,0,False,False,1300,,Taste Inspector,https://yugipedia.com/wiki/Taste_Inspector,,2022-12-21 09:46:14
Telepathic Agent,Monster Card,,,LIGHT,Effect Monster,Psychic,"('Effect',)",4,800,False,False,1000,,Telepathic Agent,https://yugipedia.com/wiki/Telepathic_Agent,,2022-04-20 14:03:50
Temporary Storm Blockade,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Temporary Storm Blockade,https://yugipedia.com/wiki/Temporary_Storm_Blockade,,2022-09-25 03:02:39
Ten Thousand Knocks,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Ten Thousand Knocks,https://yugipedia.com/wiki/Ten_Thousand_Knocks,,2023-02-11 08:57:30
Terrorphone Number,Trap Card,Normal Trap Card,"('Ghost Story',)",,,,"('Effect',)",,,False,False,,,Terrorphone Number,https://yugipedia.com/wiki/Terrorphone_Number,,2022-12-23 09:04:10
Terrorsaur Sternptera,Monster Card,,,FIRE,Effect Monster,Dinosaur,"('Effect',)",4,1200,False,False,500,,Terrorsaur Sternptera,https://yugipedia.com/wiki/Terrorsaur_Sternptera,,2022-10-30 07:50:23
Thantsgiving,Monster Card,,"('Gi-ant Revolution (series)',)",LIGHT,Normal Monster,Insect,,1,1500,False,False,100,,Thantsgiving,https://yugipedia.com/wiki/Thantsgiving,,2022-09-21 06:26:28
The Agent of Cleaning - Venus,Monster Card,,"('Bubble Actress',)",LIGHT,Effect Monster,Aqua,,4,0,False,False,1400,,The Agent of Cleaning - Venus,https://yugipedia.com/wiki/The_Agent_of_Cleaning_-_Venus,,2022-11-13 13:08:46
Therappi,Monster Card,,,EARTH,Effect Monster,Reptile,"('Effect',)",3,1200,False,False,200,,Therappi,https://yugipedia.com/wiki/Therappi,,2023-01-30 10:10:45
The★Luke Division Manager,Monster Card,,,,Effect Monster,,,99,80000,False,False,64000,,The★Luke Division Manager,https://yugipedia.com/wiki/The%E2%98%85Luke_Division_Manager,,2023-01-07 06:33:46
Thick Nebulard,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Thick Nebulard,https://yugipedia.com/wiki/Thick_Nebulard,,2022-03-01 02:27:30
The Thing in the Purple Mirror,Monster Card,,"('Ghost Story',)",DARK,Normal Monster,Zombie,,1,300,False,False,0,,The Thing in the Purple Mirror,https://yugipedia.com/wiki/The_Thing_in_the_Purple_Mirror,,2022-10-20 06:58:46
Third Coming of the Reptilian Count,Spell Card,Normal Spell Card,"('Cosmic Urban Legend',)",,,,"('Effect',)",,,False,False,,,Third Coming of the Reptilian Count,https://yugipedia.com/wiki/Third_Coming_of_the_Reptilian_Count,,2022-11-17 12:07:47
