Name,Password,Effect type,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Monster type,ATK,DEF,Version
Steelswarm Mantis,85505315,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Mantis,2020-03-17 00:24:10,,Effect Monster,,Fiend,2200,0,Old
Steelswarm Mantis,85505315,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Mantis,2020-03-17 00:24:10,,"('Effect Monster',)",,Fiend,2200,0,New
Steelswarm Moth,22009013,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Moth,2020-03-17 00:24:23,,Effect Monster,,Fiend,2400,0,Old
Steelswarm Moth,22009013,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Moth,2020-03-17 00:24:23,,"('Effect Monster',)",,Fiend,2400,0,New
Steelswarm Origin,61888819,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Origin,2020-03-17 00:24:46,,Link Monster,,Fiend,2000,,Old
Steelswarm Origin,61888819,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Origin,2020-03-17 00:24:46,,"('Effect Monster', 'Link Monster')",,Fiend,2000,,New
Steelswarm Roach,37926346,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Roach,2021-11-07 17:56:36,,Xyz Monster,,Fiend,1900,0,Old
Steelswarm Roach,37926346,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Roach,2021-11-07 17:56:36,,"('Effect Monster', 'Xyz Monster')",,Fiend,1900,0,New
Steelswarm Scout,90727556,"('Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Scout,2023-01-31 02:05:57,,Effect Monster,,Fiend,200,0,Old
Steelswarm Scout,90727556,"('Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Scout,2023-01-31 02:05:57,,"('Effect Monster',)",,Fiend,200,0,New
Steelswarm Sentinel,99214782,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Sentinel,2020-07-06 14:03:19,,Effect Monster,,Fiend,1100,0,Old
Steelswarm Sentinel,99214782,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Sentinel,2020-07-06 14:03:19,,"('Effect Monster',)",,Fiend,1100,0,New
Steelswarm Sting,35618486,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Sting,2022-03-31 10:56:34,,Effect Monster,,Fiend,1850,0,Old
Steelswarm Sting,35618486,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Sting,2022-03-31 10:56:34,,"('Effect Monster',)",,Fiend,1850,0,New
Stegocyber,99733359,"('Condition', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Stegocyber,2021-04-09 19:37:52,,Effect Monster,,Dinosaur,1200,2400,Old
Stegocyber,99733359,"('Condition', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Stegocyber,2021-04-09 19:37:52,,"('Effect Monster',)",,Dinosaur,1200,2400,New
Stellar Wind Wolfrayet,03322931,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Stellar_Wind_Wolfrayet,2022-09-14 13:09:00,,Synchro Monster,,Beast,2500,0,Old
Stellar Wind Wolfrayet,03322931,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Stellar_Wind_Wolfrayet,2022-09-14 13:09:00,,"('Effect Monster', 'Synchro Monster')",,Beast,2500,0,New
Stellarknight Constellar Diamond,09272381,"('Continuous Effect', 'Quick Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Constellar_Diamond,2020-03-17 00:27:03,,Xyz Monster,,Wyrm,2700,2000,Old
Stellarknight Constellar Diamond,09272381,"('Continuous Effect', 'Quick Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Constellar_Diamond,2020-03-17 00:27:03,,"('Effect Monster', 'Xyz Monster')",,Wyrm,2700,2000,New
Stellarknight Delteros,56638325,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Delteros,2022-02-19 04:30:03,,Xyz Monster,,Warrior,2500,2100,Old
Stellarknight Delteros,56638325,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Delteros,2022-02-19 04:30:03,,"('Effect Monster', 'Xyz Monster')",,Warrior,2500,2100,New
Stellarknight Triverr,42589641,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Triverr,2020-03-17 00:27:41,,Xyz Monster,,Warrior,2100,2500,Old
Stellarknight Triverr,42589641,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Triverr,2020-03-17 00:27:41,,"('Effect Monster', 'Xyz Monster')",,Warrior,2100,2500,New
Stellarknight Zefraxciton,22617205,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Zefraxciton,2020-03-17 00:27:56,,Effect Monster,,Fiend,1900,0,Old
Stellarknight Zefraxciton,22617205,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Zefraxciton,2020-03-17 00:27:56,,"('Effect Monster', 'Pendulum Monster')",,Fiend,1900,0,New
Stinging Swordsman,68167124,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stinging_Swordsman,2020-03-17 00:28:51,,Effect Monster,,Warrior,300,600,Old
Stinging Swordsman,68167124,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stinging_Swordsman,2020-03-17 00:28:51,,"('Effect Monster',)",,Warrior,300,600,New
Stoic of Prophecy,54359696,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stoic_of_Prophecy,2021-02-03 19:06:43,,Effect Monster,,Spellcaster,300,200,Old
Stoic of Prophecy,54359696,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stoic_of_Prophecy,2021-02-03 19:06:43,,"('Effect Monster',)",,Spellcaster,300,200,New
Stone Armadiller,63432835,,Unlimited,,https://yugipedia.com/wiki/Stone_Armadiller,2021-11-07 16:51:46,,Normal Monster,,Rock,800,1200,Old
Stone Armadiller,63432835,,Unlimited,,https://yugipedia.com/wiki/Stone_Armadiller,2021-11-07 16:51:46,,"('Normal Monster',)",,Rock,800,1200,New
Stone Dragon,68171737,,Unlimited,,https://yugipedia.com/wiki/Stone_Dragon,2021-11-07 16:52:00,,Normal Monster,,Rock,2000,2300,Old
Stone Dragon,68171737,,Unlimited,,https://yugipedia.com/wiki/Stone_Dragon,2021-11-07 16:52:00,,"('Normal Monster',)",,Rock,2000,2300,New
Stone Ghost,72269672,,,,https://yugipedia.com/wiki/Stone_Ghost,2021-11-07 16:52:17,,Normal Monster,,Rock,1200,1000,Old
Stone Ghost,72269672,,,,https://yugipedia.com/wiki/Stone_Ghost,2021-11-07 16:52:17,,"('Normal Monster',)",,Rock,1200,1000,New
Stone Ogre Grotto,15023985,,Unlimited,,https://yugipedia.com/wiki/Stone_Ogre_Grotto,2021-11-07 16:52:32,,Normal Monster,,Rock,1600,1500,Old
Stone Ogre Grotto,15023985,,Unlimited,,https://yugipedia.com/wiki/Stone_Ogre_Grotto,2021-11-07 16:52:32,,"('Normal Monster',)",,Rock,1600,1500,New
Stone Statue of the Aztecs,31812496,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Stone_Statue_of_the_Aztecs,2022-10-06 17:22:30,"('Type',)",Effect Monster,,Rock,300,2000,Old
Stone Statue of the Aztecs,31812496,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Stone_Statue_of_the_Aztecs,2022-10-06 17:22:30,"('Type',)","('Effect Monster',)",,Rock,300,2000,New
Storm Caller,15935204,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Storm_Caller,2020-07-19 04:32:04,,Effect Monster,,Psychic,2300,2000,Old
Storm Caller,15935204,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Storm_Caller,2020-07-19 04:32:04,,"('Effect Monster',)",,Psychic,2300,2000,New
Storm Cipher,89571015,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Storm_Cipher,2022-08-14 05:31:44,,Effect Monster,,Cyberse,2400,0,Old
Storm Cipher,89571015,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Storm_Cipher,2022-08-14 05:31:44,,"('Effect Monster',)",,Cyberse,2400,0,New
Storm Shooter,39188539,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Storm_Shooter,2020-08-30 04:30:50,,Effect Monster,,Winged Beast,2300,500,Old
Storm Shooter,39188539,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Storm_Shooter,2020-08-30 04:30:50,,"('Effect Monster',)",,Winged Beast,2300,500,New
Storming Wynn,29013526,"('Ignition Effect',)",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Storming_Wynn,2022-04-23 13:20:49,,Effect Monster,,Spellcaster,800,1500,Old
Storming Wynn,29013526,"('Ignition Effect',)",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Storming_Wynn,2022-04-23 13:20:49,,"('Effect Monster',)",,Spellcaster,800,1500,New
Strategist of the Ice Barrier,50032342,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Strategist_of_the_Ice_Barrier,2022-03-11 20:50:47,,Effect Monster,,Spellcaster,1600,1600,Old
Strategist of the Ice Barrier,50032342,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Strategist_of_the_Ice_Barrier,2022-03-11 20:50:47,,"('Effect Monster',)",,Spellcaster,1600,1600,New
Stray Asmodian,86209650,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stray_Asmodian,2020-03-17 00:32:36,,Effect Monster,,Fiend,1300,1700,Old
Stray Asmodian,86209650,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stray_Asmodian,2020-03-17 00:32:36,,"('Effect Monster',)",,Fiend,1300,1700,New
"Stream, Dragon Ruler of Droplets",27415516,"('Condition', 'Ignition Effect')",Unlimited,,"https://yugipedia.com/wiki/Stream,_Dragon_Ruler_of_Droplets",2021-06-11 11:19:16,,Effect Monster,,Dragon,1600,2000,Old
"Stream, Dragon Ruler of Droplets",27415516,"('Condition', 'Ignition Effect')",Unlimited,,"https://yugipedia.com/wiki/Stream,_Dragon_Ruler_of_Droplets",2021-06-11 11:19:16,,"('Effect Monster',)",,Dragon,1600,2000,New
Strength of Prophecy,13002461,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Strength_of_Prophecy,2022-04-20 16:08:25,,Effect Monster,,Spellcaster,1500,1400,Old
Strength of Prophecy,13002461,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Strength_of_Prophecy,2022-04-20 16:08:25,,"('Effect Monster',)",,Spellcaster,1500,1400,New
Strike Ninja,41006930,"('Condition', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Strike_Ninja,2021-03-07 07:03:46,,Effect Monster,,Warrior,1700,1200,Old
Strike Ninja,41006930,"('Condition', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Strike_Ninja,2021-03-07 07:03:46,,"('Effect Monster',)",,Warrior,1700,1200,New
Striker Dragon,73539069,"('Condition', 'Ignition Effect', 'Trigger Effect')",Limited,,https://yugipedia.com/wiki/Striker_Dragon,2023-01-11 12:07:38,,Link Monster,,Dragon,1000,,Old
Striker Dragon,73539069,"('Condition', 'Ignition Effect', 'Trigger Effect')",Limited,,https://yugipedia.com/wiki/Striker_Dragon,2023-01-11 12:07:38,,"('Effect Monster', 'Link Monster')",,Dragon,1000,,New
Striping Partner,74715061,"('Condition', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Striping_Partner,2020-06-05 12:40:52,,Effect Monster,,Cyberse,1200,1600,Old
Striping Partner,74715061,"('Condition', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Striping_Partner,2020-06-05 12:40:52,,"('Effect Monster',)",,Cyberse,1200,1600,New
Strong Wind Dragon,23770284,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Strong_Wind_Dragon,2020-03-17 00:34:21,,Effect Monster,,Dragon,2400,1000,Old
Strong Wind Dragon,23770284,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Strong_Wind_Dragon,2020-03-17 00:34:21,,"('Effect Monster',)",,Dragon,2400,1000,New
Stronghold Guardian,23535429,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Stronghold_Guardian,2020-03-17 00:34:35,,Effect Monster,,Warrior,0,1500,Old
Stronghold Guardian,23535429,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Stronghold_Guardian,2020-03-17 00:34:35,,"('Effect Monster',)",,Warrior,0,1500,New
Stuffed Animal,71068263,,Unlimited,,https://yugipedia.com/wiki/Stuffed_Animal,2020-03-17 00:34:51,,Normal Monster,,Warrior,1200,900,Old
Stuffed Animal,71068263,,Unlimited,,https://yugipedia.com/wiki/Stuffed_Animal,2020-03-17 00:34:51,,"('Normal Monster',)",,Warrior,1200,900,New
Stygian Security,50732780,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stygian_Security,2020-03-17 00:35:08,,Effect Monster,Tuner monster,Fiend,100,600,Old
Stygian Security,50732780,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stygian_Security,2020-03-17 00:35:08,,"('Effect Monster',)",Tuner monster,Fiend,100,600,New
Stygian Sergeants,86137485,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stygian_Sergeants,2020-11-05 07:43:53,"('Type',)",Synchro Monster,,Fiend,2200,1800,Old
Stygian Sergeants,86137485,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stygian_Sergeants,2020-11-05 07:43:53,"('Type',)","('Effect Monster', 'Synchro Monster')",,Fiend,2200,1800,New
Stygian Street Patrol,13521194,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stygian_Street_Patrol,2021-04-27 00:36:29,"('Type',)",Effect Monster,,Fiend,1600,1200,Old
Stygian Street Patrol,13521194,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stygian_Street_Patrol,2021-04-27 00:36:29,"('Type',)","('Effect Monster',)",,Fiend,1600,1200,New
"Suanni, Fire of the Yang Zing",30106950,"('Condition', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,"https://yugipedia.com/wiki/Suanni,_Fire_of_the_Yang_Zing",2023-01-30 10:54:40,,Effect Monster,,Wyrm,1900,0,Old
"Suanni, Fire of the Yang Zing",30106950,"('Condition', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,"https://yugipedia.com/wiki/Suanni,_Fire_of_the_Yang_Zing",2023-01-30 10:54:40,,"('Effect Monster',)",,Wyrm,1900,0,New
Sublimation Knight,54485355,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Sublimation_Knight,2022-08-06 04:27:04,,Effect Monster,,Warrior,1300,200,Old
Sublimation Knight,54485355,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Sublimation_Knight,2022-08-06 04:27:04,,"('Effect Monster',)",,Warrior,1300,200,New
Submareed Tour Ride,87116749,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Submareed_Tour_Ride,2022-02-11 11:47:38,,Effect Monster,,Dinosaur,2200,0,Old
Submareed Tour Ride,87116749,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Submareed_Tour_Ride,2022-02-11 11:47:38,,"('Effect Monster',)",,Dinosaur,2200,0,New
Submarine Frog,63948258,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Submarine_Frog,2022-04-22 02:58:07,"('Name',)",Effect Monster,,Aqua,1200,600,Old
Submarine Frog,63948258,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Submarine_Frog,2022-04-22 02:58:07,"('Name',)","('Effect Monster',)",,Aqua,1200,600,New
Submarineroid,99861526,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Submarineroid,2022-10-06 17:52:43,"('Name',)",Effect Monster,,Machine,800,1800,Old
Submarineroid,99861526,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Submarineroid,2022-10-06 17:52:43,"('Name',)","('Effect Monster',)",,Machine,800,1800,New
Submersible Carrier Aero Shark,05014629,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Submersible_Carrier_Aero_Shark,2022-06-02 00:59:33,,Xyz Monster,,Fish,1900,1000,Old
Submersible Carrier Aero Shark,05014629,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Submersible_Carrier_Aero_Shark,2022-06-02 00:59:33,,"('Effect Monster', 'Xyz Monster')",,Fish,1900,1000,New
Substitoad,20663556,"('Continuous Effect', 'Ignition Effect')",Limited,,https://yugipedia.com/wiki/Substitoad,2022-04-22 02:58:31,"('Name',)",Effect Monster,,Aqua,100,2000,Old
Substitoad,20663556,"('Continuous Effect', 'Ignition Effect')",Limited,,https://yugipedia.com/wiki/Substitoad,2023-02-06 07:28:07,"('Name',)","('Effect Monster',)",,Aqua,100,2000,New
Subterror Behemoth Dragossuary,95218695,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Dragossuary,2020-03-17 00:37:26,,Effect Monster,Flip monster,Zombie,2400,1600,Old
Subterror Behemoth Dragossuary,95218695,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Dragossuary,2020-03-17 00:37:26,,"('Effect Monster',)",Flip monster,Zombie,2400,1600,New
Subterror Behemoth Fiendess,74937659,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Fiendess,2022-04-20 15:47:45,,Link Monster,,Wyrm,2000,,Old
Subterror Behemoth Fiendess,74937659,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Fiendess,2022-04-20 15:47:45,,"('Effect Monster', 'Link Monster')",,Wyrm,2000,,New
Subterror Behemoth Phospheroglacier,01151281,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Phospheroglacier,2020-03-17 00:38:06,,Effect Monster,Flip monster,Aqua,2600,2500,Old
Subterror Behemoth Phospheroglacier,01151281,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Phospheroglacier,2020-03-17 00:38:06,,"('Effect Monster',)",Flip monster,Aqua,2600,2500,New
Subterror Behemoth Speleogeist,47556396,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Speleogeist,2020-03-17 00:38:24,,Effect Monster,Flip monster,Fiend,3000,1400,Old
Subterror Behemoth Speleogeist,47556396,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Speleogeist,2020-03-17 00:38:24,,"('Effect Monster',)",Flip monster,Fiend,3000,1400,New
Subterror Behemoth Stalagmo,78202553,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Stalagmo,2020-03-17 00:38:39,,Effect Monster,Flip monster,Rock,2800,2100,Old
Subterror Behemoth Stalagmo,78202553,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Stalagmo,2020-03-17 00:38:39,,"('Effect Monster',)",Flip monster,Rock,2800,2100,New
Subterror Behemoth Stygokraken,65976795,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Stygokraken,2020-03-17 00:38:55,,Effect Monster,Flip monster,Sea Serpent,1400,2600,Old
Subterror Behemoth Stygokraken,65976795,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Stygokraken,2020-03-17 00:38:55,,"('Effect Monster',)",Flip monster,Sea Serpent,1400,2600,New
Subterror Behemoth Ultramafus,92970404,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Ultramafus,2020-03-17 00:39:15,,Effect Monster,Flip monster,Pyro,3000,1800,Old
Subterror Behemoth Ultramafus,92970404,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Ultramafus,2020-03-17 00:39:15,,"('Effect Monster',)",Flip monster,Pyro,3000,1800,New
Subterror Behemoth Umastryx,42713844,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Umastryx,2020-03-17 00:39:39,,Effect Monster,Flip monster,Reptile,2000,2700,Old
Subterror Behemoth Umastryx,42713844,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Umastryx,2020-03-17 00:39:39,,"('Effect Monster',)",Flip monster,Reptile,2000,2700,New
Subterror Behemoth Voltelluric,21607304,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Voltelluric,2020-03-17 00:39:56,,Effect Monster,Flip monster,Thunder,1900,3000,Old
Subterror Behemoth Voltelluric,21607304,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Subterror_Behemoth_Voltelluric,2020-03-17 00:39:56,,"('Effect Monster',)",Flip monster,Thunder,1900,3000,New
