Name,Password,Card type,Property,Effect type,Archseries,Artwork,TCG status,OCG status,Page name,Modification date,Errata,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows
The Golden Swordsoul,82489470,Monster Card,,"('Condition', 'Trigger Effect')","('Swordsoul',)",,Unlimited,Unlimited,The Golden Swordsoul,2022-11-05 00:33:25,,Effect Monster,Tuner monster,LIGHT,Spellcaster,4,1800,1500,,,
The Grand Jupiter,16255173,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Legendary Planet',)",,Unlimited,Unlimited,The Grand Jupiter,2022-07-24 09:33:23,,Effect Monster,,DARK,Warrior,8,2500,2000,,,
The Grand Spellbook Tower,33981008,Spell Card,Field Spell Card,"('Trigger Effect',)","('Prophecy', 'Spellbook')",,Unlimited,Unlimited,The Grand Spellbook Tower,2021-04-16 14:44:55,,,,,,,,,,,
The Grave of Enkindling,84136000,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,The Grave of Enkindling,2022-07-24 04:14:01,,,,,,,,,,,
The Graveyard in the Fourth Dimension,88089103,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,The Graveyard in the Fourth Dimension,2022-04-21 16:07:29,,,,,,,,,,,
The Great Double Casted Caster,83340560,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect')",,,Unlimited,Unlimited,The Great Double Casted Caster,2023-01-01 19:09:49,,Fusion Monster,,LIGHT,Spellcaster,8,0,2600,,,
The Great Emperor Penguin,06836211,Monster Card,,"('Ignition Effect',)","('Penguin',)",,Unlimited,Unlimited,The Great Emperor Penguin,2021-11-03 09:57:28,,Effect Monster,,WATER,Aqua,5,1800,1500,,,
The Great Mikanko Ceremony,44649322,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')","('Mikanko',)",,Not yet released,Unlimited,The Great Mikanko Ceremony,2023-01-09 17:51:41,,,,,,,,,,,
The Great Mikanko of Legend,44649322,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect', 'Ignition-like Effect')","('Mikanko',)",,,Unlimited,The Great Mikanko of Legend,2022-12-30 06:24:19,,,,,,,,,,,
The Great Noodle Inversion,67906797,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,The Great Noodle Inversion,2022-10-23 19:43:53,,,,,,,,,,,
The Gross Ghost of Fled Dreams,68049471,Monster Card,,,,,Unlimited,Unlimited,The Gross Ghost of Fled Dreams,2023-01-03 19:08:47,,Normal Monster,,DARK,Fiend,4,1300,1800,,,
The Hidden City,05697558,Spell Card,Field Spell Card,"('Condition', 'Effect', 'Ignition-like Effect', 'Trigger Effect')",,,Unlimited,Unlimited,The Hidden City,2022-07-15 11:52:32,,,,,,,,,,,
The Huge Revolution is Over,99188141,Trap Card,Counter Trap Card,"('Activation condition', 'Effect')","('Huge Revolution (series)',)",,Unlimited,Unlimited,The Huge Revolution is Over,2021-08-21 21:10:04,,,,,,,,,,,
The Humble Sentry,95642274,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,The Humble Sentry,2021-01-20 18:00:39,,,,,,,,,,,
The Hunter with 7 Weapons,01525329,Monster Card,,"('Trigger Effect',)",,"('Edited',)",Unlimited,Unlimited,The Hunter with 7 Weapons,2023-01-03 18:57:02,,Effect Monster,,EARTH,Warrior,3,1000,600,,,
The Ice-Bound God,22748199,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect', 'Trigger Effect')",,,Unlimited,Unlimited,The Ice-Bound God,2022-04-20 16:02:33,,,,,,,,,,,
The Illusory Gentleman,83764996,Monster Card,,,"('Prophecy',)",,Unlimited,Unlimited,The Illusory Gentleman,2023-01-03 18:14:33,,Normal Monster,,DARK,Spellcaster,4,1500,1600,,,
The Immortal Bushi,52035300,Monster Card,,"('Condition', 'Continuous Effect', 'Trigger Effect')",,,Unlimited,Unlimited,The Immortal Bushi,2023-01-03 18:55:00,,Effect Monster,,DARK,Warrior,3,1200,600,,,
The Immortal of Thunder,84926738,Monster Card,,"('Flip effect', 'Trigger Effect')",,,Unlimited,Unlimited,The Immortal of Thunder,2023-01-03 17:51:49,,Effect Monster,Flip monster,LIGHT,Thunder,4,1500,1300,,,
The Inexperienced Spy,81820689,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,The Inexperienced Spy,2023-01-03 17:51:16,"('Type',)",,,,,,,,,,
The Iris Swordsoul,62849088,Monster Card,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Swordsoul',)",,Unlimited,Unlimited,The Iris Swordsoul,2022-11-04 14:57:50,,Effect Monster,,LIGHT,Spellcaster,8,2500,2500,,,
The Judgement Hand,28003512,Monster Card,,,,,Unlimited,Unlimited,The Judgement Hand,2021-07-19 07:31:08,,Normal Monster,,EARTH,Warrior,3,1400,700,,,
The Kaiju Files,11163040,Spell Card,Continuous Spell Card,"('Continuous-like Effect', 'Ignition-like Effect')","('Kaiju',)",,Unlimited,Unlimited,The Kaiju Files,2019-12-02 00:33:03,,,,,,,,,,,
The Kick Man,90407382,Monster Card,,"('Trigger Effect',)",,,Unlimited,Unlimited,The Kick Man,2022-04-21 17:19:28,,Effect Monster,,DARK,Zombie,3,1300,300,,,
The King of D.,08978197,Monster Card,,"('Continuous Effect', 'Trigger Effect')",,,Unlimited,Unlimited,The King of D.,2022-10-11 17:52:46,,Effect Monster,,DARK,Spellcaster,4,1200,1100,,,
The Lady in Wight,40991587,Monster Card,,"('Continuous Effect', 'Unclassified effect')","('Wight',)",,Unlimited,Unlimited,The Lady in Wight,2023-01-03 18:55:30,,Effect Monster,,DARK,Zombie,3,0,2200,,,
The Last Warrior from Another Planet,86099788,Monster Card,,"('Continuous Effect', 'Trigger Effect')",,,Unlimited,Unlimited,The Last Warrior from Another Planet,2023-01-03 16:42:21,,Fusion Monster,,EARTH,Warrior,7,2350,2300,,,
The Law of the Normal,66926224,Spell Card,Normal Spell Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,The Law of the Normal,2021-03-07 07:09:42,,,,,,,,,,,
The League of Uniform Nomenclature,55008284,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,The League of Uniform Nomenclature,2021-03-07 07:09:47,,,,,,,,,,,
The Legendary Exodia Incarnate,58604027,Monster Card,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Exodia',)",,Unlimited,Unlimited,The Legendary Exodia Incarnate,2022-04-18 12:28:42,,Effect Monster,,DARK,Spellcaster,10,?,0,,,
The Legendary Fisherman,03643300,Monster Card,,"('Continuous Effect',)",,"('Edited',)",Unlimited,Unlimited,The Legendary Fisherman,2022-08-13 11:56:41,"('Type',)",Effect Monster,,WATER,Warrior,5,1850,1600,,,
The Legendary Fisherman II,19801646,Monster Card,,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",,,Unlimited,Unlimited,The Legendary Fisherman II,2022-09-16 21:54:53,,Effect Monster,,WATER,Warrior,5,2200,1800,,,
The Legendary Fisherman III,44968687,Monster Card,,"('Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')",,"('Edited',)",Unlimited,Unlimited,The Legendary Fisherman III,2022-11-11 16:37:03,,Effect Monster,,WATER,Warrior,7,2500,2000,,,
The Light - Hex-Sealed Fusion,15717011,Monster Card,,"('Ignition Effect', 'Unclassified effect')","('Hex-Sealed Fusion', 'Polymerization (archetype)')",,Unlimited,Unlimited,The Light - Hex-Sealed Fusion,2021-04-07 01:40:36,,Effect Monster,,LIGHT,Rock,3,1000,1600,,,
The Little Swordsman of Aile,25109950,Monster Card,,"('Ignition Effect',)",,,Unlimited,Unlimited,The Little Swordsman of Aile,2023-01-03 17:42:49,,Effect Monster,,WATER,Warrior,3,800,1300,,,
The Mask of Remnants,22610082,Spell Card,Normal Spell Card,"('Continuous-like Effect', 'Effect')","('Mask',)",,Unlimited,Unlimited,The Mask of Remnants,2022-06-05 08:38:24,,,,,,,,,,,
The Masked Beast,49064413,Monster Card,,,"('Mask',)",,Unlimited,Unlimited,The Masked Beast,2023-01-03 16:41:11,"('Type',)",Ritual Monster,,DARK,Fiend,8,3200,1800,,,
The Melody of Awakening Dragon,48800175,Spell Card,Normal Spell Card,"('Cost', 'Effect')",,,Unlimited,Unlimited,The Melody of Awakening Dragon,2023-01-03 19:39:49,,,,,,,,,,,
The Melting Red Shadow,98898173,Monster Card,,,,,,Unlimited,The Melting Red Shadow,2023-01-03 19:23:10,,Normal Monster,,WATER,Aqua,2,500,700,,,
The Monarchs Awaken,26822796,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')","('Monarch (Spell/Trap archetype)',)",,Unlimited,Unlimited,The Monarchs Awaken,2020-03-20 17:38:28,"('Name',)",,,,,,,,,,
The Monarchs Erupt,48716527,Trap Card,Continuous Trap Card,"('Activation condition', 'Continuous-like Effect')","('Monarch (Spell/Trap archetype)',)",,Unlimited,Unlimited,The Monarchs Erupt,2021-04-16 19:04:33,,,,,,,,,,,
The Monarchs Stormforth,79844764,Spell Card,Quick-Play Spell Card,"('Condition', 'Effect')","('Monarch (Spell/Trap archetype)',)",,Unlimited,Unlimited,The Monarchs Stormforth,2023-01-09 19:35:48,,,,,,,,,,,
"The Most Distant, Deepest Depths",08794055,Spell Card,Field Spell Card,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')",,,Unlimited,,"The Most Distant, Deepest Depths",2022-08-05 22:18:20,,,,,,,,,,,
The Nordic Lights,50433147,Spell Card,Field Spell Card,"('Continuous-like Effect', 'Trigger Effect')","('Nordic',)",,Unlimited,Unlimited,The Nordic Lights,2021-07-14 10:22:54,,,,,,,,,,,
The Paths of Destiny,50470982,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,The Paths of Destiny,2022-06-05 17:20:49,,,,,,,,,,,
The Phantom Knights of Ancient Cloak,90432163,Monster Card,,"('Condition', 'Ignition Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Ancient Cloak,2022-07-09 03:05:39,,Effect Monster,,DARK,Warrior,3,800,1000,,,
The Phantom Knights of Break Sword,62709239,Monster Card,,"('Ignition Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Break Sword,2022-07-09 03:22:12,,Xyz Monster,,DARK,Warrior,3,2000,1000,,,
The Phantom Knights of Cloven Helm,99315585,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Cloven Helm,2022-07-09 03:14:35,,Effect Monster,,DARK,Warrior,4,1500,500,,,
The Phantom Knights of Cursed Javelin,12219047,Monster Card,,"('Condition', 'Ignition Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Cursed Javelin,2020-03-16 01:08:39,,Xyz Monster,,DARK,Warrior,2,1600,0,,,
The Phantom Knights of Dark Gauntlets,24212820,Trap Card,Normal Trap Card,"('Condition', 'Continuous Effect', 'Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Dark Gauntlets,2019-12-04 00:27:14,,,,,,,,,,,
The Phantom Knights of Fragile Armor,36704180,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Fragile Armor,2022-07-09 03:18:31,,Effect Monster,,DARK,Warrior,4,1000,2000,,,
The Phantom Knights of Lost Vambrace,36247316,Trap Card,Normal Trap Card,"('Effect',)","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Lost Vambrace,2022-07-24 09:51:55,,,,,,,,,,,
The Phantom Knights of Mist Claws,09336190,Trap Card,Normal Trap Card,"('Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Mist Claws,2022-03-22 13:37:40,,,,,,,,,,,
The Phantom Knights of Ragged Gloves,63821877,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect', 'Unclassified effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Ragged Gloves,2022-12-25 09:06:00,,Effect Monster,,DARK,Warrior,3,1000,500,,,
The Phantom Knights of Rusty Bardiche,26692769,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Rusty Bardiche,2022-07-09 03:24:46,,Link Monster,,DARK,Warrior,,2100,,,3,"('↙', '↘', '→')"
The Phantom Knights of Shade Brigandine,98827725,Trap Card,Normal Trap Card,"('Condition', 'Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Shade Brigandine,2022-11-30 23:57:10,,,,,,,,,,,
The Phantom Knights of Shadow Veil,77462146,Trap Card,Normal Trap Card,"('Condition', 'Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Shadow Veil,2020-03-20 18:11:17,,,,,,,,,,,
The Phantom Knights of Silent Boots,36426778,Monster Card,,"('Condition', 'Ignition Effect', 'Unclassified effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Silent Boots,2022-06-04 11:33:15,,Effect Monster,,DARK,Warrior,3,200,1200,,,
The Phantom Knights of Stained Greaves,88544390,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Stained Greaves,2021-10-07 08:14:56,,Effect Monster,,DARK,Warrior,3,1200,600,,,
The Phantom Knights of Tomb Shield,51606429,Trap Card,Normal Trap Card,"('Effect', 'Quick-like Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Tomb Shield,2022-07-24 09:49:07,,,,,,,,,,,
The Phantom Knights of Torn Scales,25538345,Monster Card,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Torn Scales,2022-11-05 00:37:27,,Effect Monster,,DARK,Warrior,3,600,1600,,,
The Phantom Knights of Wrong Magnetring,62645025,Trap Card,Normal Trap Card,"('Activation condition', 'Effect', 'Quick Effect')","('Phantom Knights', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights of Wrong Magnetring,2022-07-24 09:50:37,,,,,,,,,,,
The Phantom Knights' Rank-Up-Magic Launch,03298689,Spell Card,Quick-Play Spell Card,"('Activation condition', 'Effect', 'Ignition-like Effect')","('Phantom Knights', 'Rank-Up-Magic', 'The Phantom Knights')",,Unlimited,Unlimited,The Phantom Knights' Rank-Up-Magic Launch,2022-05-20 20:45:10,,,,,,,,,,,
The Portrait's Secret,32541773,Monster Card,,,,,Unlimited,Unlimited,The Portrait's Secret,2023-01-03 19:10:51,,Normal Monster,,EARTH,Fiend,4,1200,1500,,,
The Prime Monarch,54241725,Trap Card,Continuous Trap Card,"('Condition', 'Quick-like Effect')","('Monarch (Spell/Trap archetype)',)",,Unlimited,Unlimited,The Prime Monarch,2020-11-15 15:14:09,,,,,,,,,,,
The Puppet Magic of Dark Ruler,40703393,Spell Card,Normal Spell Card,"('Effect',)",,,Unlimited,Unlimited,The Puppet Magic of Dark Ruler,2023-01-03 19:03:30,"('Type',)",,,,,,,,,,
The Regulation of Tribe,00296499,Trap Card,Continuous Trap Card,"('Continuous-like Effect', 'Maintenance cost')",,,Unlimited,Unlimited,The Regulation of Tribe,2022-08-14 07:24:53,,,,,,,,,,,
The Reliable Guardian,16430187,Spell Card,Quick-Play Spell Card,"('Effect',)",,,Unlimited,Unlimited,The Reliable Guardian,2023-01-03 19:37:15,"('Type',)",,,,,,,,,,
The Resolute Meklord Army,59371387,Spell Card,Continuous Spell Card,"('Continuous-like Effect',)","('Meklord', 'Meklord Army')",,Unlimited,Unlimited,The Resolute Meklord Army,2021-06-05 10:40:25,,,,,,,,,,,
The Return to the Normal,56001930,Trap Card,Normal Trap Card,"('Activation condition', 'Condition', 'Effect')",,,Unlimited,Unlimited,The Return to the Normal,2020-09-01 18:43:08,,,,,,,,,,,
The Revenge of the Normal,17509503,Trap Card,Normal Trap Card,"('Condition', 'Effect')",,,Unlimited,Unlimited,The Revenge of the Normal,2019-12-04 23:58:15,,,,,,,,,,,
The Revived Sky God,59094601,Trap Card,Normal Trap Card,"('Condition', 'Effect', 'Quick-like Effect')",,,Unlimited,Unlimited,The Revived Sky God,2023-01-01 19:09:44,,,,,,,,,,,
The Rock Spirit,76305638,Monster Card,,"('Continuous Effect', 'Summoning condition')","('Attribute Spirit',)",,Unlimited,Unlimited,The Rock Spirit,2023-01-03 19:03:17,,Effect Monster,,EARTH,Rock,4,1700,1000,,,
The Sacred Waters in the Sky,26684111,Spell Card,Normal Spell Card,"('Condition', 'Effect', 'Unclassified effect')",,,Unlimited,Unlimited,The Sacred Waters in the Sky,2022-05-06 07:40:06,,,,,,,,,,,
The Sanctified Darklord,48152161,Trap Card,Normal Trap Card,"('Condition', 'Cost', 'Effect')","('Darklord',)",,Unlimited,Unlimited,The Sanctified Darklord,2020-06-02 00:26:54,,,,,,,,,,,
The Sanctuary in the Sky,56433456,Spell Card,Field Spell Card,"('Continuous-like Effect',)","('The Sanctuary in the Sky (series)',)",,Unlimited,Unlimited,The Sanctuary in the Sky,2022-09-17 14:44:09,,,,,,,,,,,
The Sanctum of Parshath,15449853,Spell Card,Continuous Spell Card,"('Continuous-like Effect', 'Ignition-like Effect', 'Unclassified effect')","('Parshath', 'The Sanctuary in the Sky (series)')",,Unlimited,Unlimited,The Sanctum of Parshath,2022-08-14 11:27:32,,,,,,,,,,,
The Seal of Orichalcos,48179391,Spell Card,Field Spell Card,"('Condition', 'Continuous-like Effect', 'Effect')",,,Unlimited,Unlimited,The Seal of Orichalcos,2022-11-04 13:53:55,,,,,,,,,,,
The Seal of Orichalcos,,Spell Card,Field Spell Card,"('Condition', 'Continuous-like Effect', 'Quick-like Effect')",,,Illegal,,The Seal of Orichalcos (UDE promo),2022-10-18 12:39:57,,,,,,,,,,,
The Second Sarcophagus,04081094,Spell Card,Continuous Spell Card,"('Condition',)","('Sarcophagus',)",,Unlimited,Unlimited,The Second Sarcophagus,2020-03-20 21:35:04,,,,,,,,,,,
The Secret of the Bandit,99351431,Spell Card,Normal Spell Card,"('Activation condition', 'Trigger Effect')",,,Unlimited,Unlimited,The Secret of the Bandit,2021-11-07 17:11:02,"('Type',)",,,,,,,,,,
The Selection,30888983,Trap Card,Counter Trap Card,"('Activation condition', 'Cost', 'Effect')",,,Unlimited,Unlimited,The Selection,2022-04-14 23:21:26,,,,,,,,,,,
The Shadow Who Controls the Dark,63125616,Monster Card,,,,,Unlimited,Unlimited,The Shadow Who Controls the Dark,2022-03-22 01:17:24,,Normal Monster,,DARK,Fiend,3,800,700,,,
The Shallow Grave,43434803,Spell Card,Normal Spell Card,"('Effect',)",,"('Edited',)",Unlimited,Unlimited,The Shallow Grave,2023-01-07 03:45:01,"('Type',)",,,,,,,,,,
The Six Samurai - Irou,27782503,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Six Samurai',)",,Unlimited,Unlimited,The Six Samurai - Irou,2022-07-29 08:36:34,,Effect Monster,,DARK,Warrior,4,1700,1200,,,
The Six Samurai - Kamon,90397998,Monster Card,,"('Continuous Effect', 'Ignition Effect')","('Six Samurai',)",,Unlimited,Unlimited,The Six Samurai - Kamon,2022-07-29 08:47:38,,Effect Monster,,FIRE,Warrior,3,1500,1000,,,
The Six Samurai - Nisashi,31904181,Monster Card,,"('Continuous Effect',)","('Six Samurai',)",,Unlimited,Unlimited,The Six Samurai - Nisashi,2022-07-29 08:47:44,,Effect Monster,,WIND,Warrior,4,1400,700,,,
The Six Samurai - Yaichi,64398890,Monster Card,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Six Samurai',)",,Unlimited,Unlimited,The Six Samurai - Yaichi,2022-07-29 08:47:51,,Effect Monster,,WATER,Warrior,3,1300,800,,,
The Six Samurai - Yariza,69025477,Monster Card,,"('Continuous Effect',)","('Six Samurai',)",,Unlimited,Unlimited,The Six Samurai - Yariza,2022-07-29 08:47:57,,Effect Monster,,EARTH,Warrior,3,1000,500,,,
The Six Samurai - Zanji,95519486,Monster Card,,"('Continuous Effect', 'Trigger Effect')","('Six Samurai',)",,Unlimited,Unlimited,The Six Samurai - Zanji,2023-01-03 20:26:58,,Effect Monster,,LIGHT,Warrior,4,1800,1300,,,
The Six Shinobi,06357341,Trap Card,Normal Trap Card,"('Activation condition', 'Effect')",,,Unlimited,Unlimited,The Six Shinobi,2022-04-20 15:14:11,,,,,,,,,,,
The Sleeping Beauty Tower of Nemurelia,,Spell Card,Continuous Spell Card,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')","('Nemurelia',)",,,Not yet released,The Sleeping Beauty Tower of Nemurelia,2022-12-27 02:29:02,,,,,,,,,,,
The Snake Hair,29491031,Monster Card,,,,,Unlimited,Unlimited,The Snake Hair,2022-04-20 15:12:26,,Normal Monster,,DARK,Zombie,4,1500,1200,,,
The Spell Absorbing Life,99517131,Trap Card,Normal Trap Card,"('Effect',)",,,Unlimited,Unlimited,The Spell Absorbing Life,2022-10-09 05:44:35,,,,,,,,,,,
The Statue of Easter Island,10262698,Monster Card,,,,,Unlimited,Unlimited,The Statue of Easter Island,2021-11-07 16:48:43,,Normal Monster,,EARTH,Rock,4,1100,1400,,,
The Stern Mystic,87557188,Monster Card,,"('Flip effect',)","('Magician',)",,Unlimited,Unlimited,The Stern Mystic,2021-11-07 03:46:00,,Effect Monster,Flip monster,LIGHT,Spellcaster,4,1500,1200,,,
The Suppression Pluto,24413299,Monster Card,,"('Ignition Effect',)","('Legendary Planet',)",,Unlimited,Unlimited,The Suppression Pluto,2022-07-24 05:35:56,,Effect Monster,,DARK,Fiend,8,2600,2000,,,
The Supremacy Sun,51402908,Monster Card,,"('Summoning condition', 'Trigger Effect')","('Legendary Planet',)",,Unlimited,Unlimited,The Supremacy Sun,2021-11-07 16:54:45,,Effect Monster,,DARK,Fiend,10,3000,3000,,,
The Terminus of the Burning Abyss,44771289,Spell Card,Normal Spell Card,"('Effect', 'Ignition-like Effect')","('Burning Abyss',)",,Unlimited,Unlimited,The Terminus of the Burning Abyss,2022-04-18 16:45:41,,,,,,,,,,,
The Thing That Hides in the Mud,18180762,Monster Card,,,,,,Unlimited,The Thing That Hides in the Mud,2022-01-01 16:12:04,,Normal Monster,,EARTH,Rock,4,1200,1300,,,
