Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows,Effect type,Archseries,Artwork,Errata,TCG status,OCG status,Modification date
Super Quantal Mech Beast Aeroboros,11646785,Monster Card,,Xyz Monster,,WIND,Machine,4,2200,2400,,,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Super Quant', 'Super Quantal Mech Beast')",,,Unlimited,Unlimited,Tue Mar 17 00:48:31 2020
Super Quantum Green Layer,85374678,Monster Card,,Effect Monster,,WIND,Spellcaster,4,1600,1400,,,,"('Condition', 'Trigger Effect')","('Super Quant', 'Super Quantum')",,,Unlimited,Unlimited,Tue Mar 17 00:50:18 2020
Supersonic Skull Flame,63804806,Monster Card,,Effect Monster,,WIND,Zombie,10,2600,2000,,,,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Burning Skull',)",,,Unlimited,Unlimited,Mon Jul 18 09:41:56 2022
Swift Birdman Joe,81896370,Monster Card,,Effect Monster,,WIND,Winged Beast,6,2300,1400,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Tue Mar 17 01:22:47 2020
Swordsoul of Taia,56495147,Monster Card,,Effect Monster,,WIND,Wyrm,4,1800,1500,,,,"('Condition', 'Ignition Effect', 'Lingering effect', 'Trigger Effect')","('Swordsoul',)",,,Unlimited,Unlimited,Thu Nov  4 10:30:43 2021
Sylvan Dancepione,21903613,Monster Card,,Link Monster,,WIND,Plant,,1200,,,2,"('↙', '↘')","('Condition', 'Ignition Effect', 'Trigger Effect')","('Sylvan',)",,,Unlimited,Unlimited,Fri May 20 09:03:15 2022
Sylvan Peaskeeper,63257623,Monster Card,,Effect Monster,,WIND,Plant,1,400,100,,,,"('Condition', 'Trigger Effect')","('Sylvan',)",,,Unlimited,Unlimited,Fri Apr  9 19:09:09 2021
Sylvan Sagequoia,10530913,Monster Card,,Effect Monster,,WIND,Plant,7,2600,2100,,,,"('Ignition Effect', 'Trigger Effect')","('Sylvan',)",,,Unlimited,Unlimited,Tue Mar 17 11:14:25 2020
Symphonic Warrior Basses,68933343,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,600,400,,,,"('Ignition Effect',)","('Symphonic Warrior', 'Warrior (archetype)')",,"('Name',)",Unlimited,Unlimited,Sat Jun 11 14:40:57 2022
Symphonic Warrior DJJ,70204022,Monster Card,,Effect Monster,,WIND,Machine,4,1200,1200,8,,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')","('Symphonic Warrior', 'Warrior (archetype)')",,,Unlimited,Unlimited,Thu May 19 23:07:02 2022
Symphonic Warrior Drumss,94331452,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,2,700,700,,,,"('Ignition Effect',)","('Symphonic Warrior', 'Warrior (archetype)')",,"('Name',)",Unlimited,Unlimited,Sat Jun 11 14:40:55 2022
Symphonic Warrior Guitaar,12525049,Monster Card,,Effect Monster,,WIND,Machine,3,1500,100,7,,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')","('Symphonic Warrior', 'Warrior (archetype)')",,"('Name',)",Unlimited,Unlimited,Sat May  7 17:53:48 2022
Symphonic Warrior Guitariss,43210483,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,3,1100,500,0,,,"('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')","('Symphonic Warrior', 'Warrior (archetype)')",,,Unlimited,Unlimited,Thu May 19 23:06:11 2022
Symphonic Warrior Miccs,05399521,Monster Card,,Effect Monster,,WIND,Machine,5,2300,1100,1,,,"('Continuous-like Effect', 'Trigger Effect', 'Unclassified effect')","('Symphonic Warrior', 'Warrior (archetype)')",,"('Name',)",Unlimited,Unlimited,Sat May  7 17:54:28 2022
Symphonic Warrior Piaano,31826057,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,3,900,1300,,,,"('Ignition Effect',)","('Symphonic Warrior', 'Warrior (archetype)')",,"('Name',)",Unlimited,Unlimited,Sat Jun 11 14:40:55 2022
Symphonic Warrior Rockks,24070330,Monster Card,,Synchro Monster,,WIND,Machine,7,2500,1500,10,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Symphonic Warrior', 'Warrior (archetype)')",,,Unlimited,Unlimited,Thu May 19 23:11:42 2022
Symphonic Warrior Synthess,49919798,Monster Card,,Effect Monster,Flip monster,WIND,Machine,4,1200,1900,,,,"('Flip effect', 'Ignition Effect')","('Symphonic Warrior', 'Warrior (archetype)')",,"('Name',)",Unlimited,Unlimited,Sat May  7 17:55:20 2022
T.G. Booster Raptor,48633301,Monster Card,,Effect Monster,,WIND,Dinosaur,1,400,300,,,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('T.G.',)",,,Unlimited,Unlimited,Mon Dec 27 16:21:43 2021
T.G. Jet Falcon,37300735,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,3,1400,1200,,,,"('Trigger Effect',)","('T.G.',)",,"('Type',)",Unlimited,Unlimited,Tue Mar 17 11:22:49 2020
T.G. Recipro Dragonfly,62560742,Monster Card,,Synchro Monster,,WIND,Insect,2,300,300,,,,"('Ignition Effect',)","('T.G.',)",,,Unlimited,Unlimited,Fri Feb 11 19:10:02 2022
Takuhee,03170832,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1450,1000,,,,,,,,Unlimited,Unlimited,Sun Nov  7 15:49:36 2021
"Tempest, Dragon Ruler of Storms",89399912,Monster Card,,Effect Monster,,WIND,Dragon,7,2400,2200,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Dragon Ruler',)",,,Limited,Limited,Sat Jul  9 01:39:29 2022
"Tengu, the Winged Mayakashi",04103668,Monster Card,,Synchro Monster,,WIND,Zombie,7,2600,1500,,,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Mayakashi',)",,,Unlimited,Unlimited,Tue Mar 17 13:07:08 2020
Tenyi Spirit - Nahata,97036149,Monster Card,,Effect Monster,,WIND,Wyrm,4,800,1000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Tenyi',)",,,Unlimited,Unlimited,Thu May  5 14:09:33 2022
"Therion ""Lily"" Borea",83610035,Monster Card,,Effect Monster,,WIND,Plant,8,2400,2500,,,,"('Condition', 'Continuous-like Effect', 'Ignition Effect')","('Therion',)",,,Unlimited,Unlimited,Thu May 19 23:02:03 2022
Thousand Dragon,41462083,Monster Card,,Fusion Monster,,WIND,Dragon,7,2400,2000,,,,,"('Aged counterpart',)","('Alternate',)","('Type',)",Unlimited,Unlimited,Sun Jul 24 15:30:55 2022
Thunder Kid,15510988,Monster Card,,Normal Monster,,WIND,Thunder,2,700,600,,,,,,,,Unlimited,Unlimited,Sun Nov  7 16:09:00 2021
Toon Harpie Lady,64116319,Monster Card,,Effect Monster,Toon monster,WIND,Winged Beast,4,1300,1400,,,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Harpie', 'Toon')","('Edited',)",,Unlimited,Unlimited,Wed Apr 20 16:10:18 2022
Top Runner,53623827,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,4,1100,800,,,,"('Continuous Effect',)",,,,Unlimited,Unlimited,Thu Jul 15 13:49:38 2021
Tornado Bird,71283180,Monster Card,,Effect Monster,Flip monster,WIND,Winged Beast,4,1100,1000,,,,"('Flip effect',)",,,,Unlimited,Unlimited,Sun Nov  7 16:01:37 2021
Tornado Dragon,06983839,Monster Card,,Xyz Monster,,WIND,Wyrm,4,2100,2000,,,,"('Quick Effect',)",,,,Unlimited,Unlimited,Sat Oct 30 02:25:21 2021
Totem Bird,71068247,Monster Card,,Xyz Monster,,WIND,Winged Beast,3,1900,1400,,,,"('Continuous Effect', 'Quick Effect')",,,,Unlimited,Unlimited,Sat Oct 30 02:25:21 2021
Transforming Sphere,66094973,Monster Card,,Effect Monster,,WIND,Winged Beast,3,100,100,,,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Sphere',)",,,Unlimited,Unlimited,Sun Feb  6 16:30:09 2022
Tri-Brigade Nervall,14816857,Monster Card,,Effect Monster,,WIND,Winged Beast,1,0,2000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Tri-Brigade',)",,,Unlimited,Unlimited,Thu Oct  7 08:14:40 2021
The Tricky,14778250,Monster Card,,Effect Monster,,WIND,Spellcaster,5,2000,1200,,,,"('Unclassified effect',)",,,,Unlimited,Unlimited,Fri Jun  3 16:59:05 2022
Troop Dragon,55013285,Monster Card,,Effect Monster,,WIND,Dragon,2,700,800,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Sun Nov  7 15:52:55 2021
Troposphere,72144675,Monster Card,,Effect Monster,,WIND,Winged Beast,6,2400,2000,,,,"('Continuous Effect', 'Summoning condition')","('Sphere',)",,,Unlimited,Unlimited,Sun Oct 31 14:18:44 2021
Tuned Magician,47459126,Monster Card,,Effect Monster,Gemini monster,WIND,Spellcaster,4,1800,1600,,,,"('Condition', 'Continuous Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Sun Nov  7 04:02:54 2021
Turbo Rocket,06142213,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,2,0,0,,,,"('Continuous Effect', 'Trigger Effect')","('Turbo',)",,,Unlimited,Unlimited,Fri Apr 22 06:19:19 2022
Turbo Synchron,67270095,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,100,500,,,,"('Trigger Effect',)","('Synchron',)",,"('Type',)",Unlimited,Unlimited,Fri Apr 22 06:19:44 2022
Turbo Warrior,46195773,Monster Card,,Synchro Monster,,WIND,Warrior,6,2500,1500,,,,"('Continuous Effect', 'Trigger Effect')","('Warrior (archetype)',)",,,Unlimited,Unlimited,Fri Jul  1 12:49:30 2022
Twin-Headed Behemoth,43586926,Monster Card,,Effect Monster,,WIND,Dragon,3,1500,1200,,,,"('Condition', 'Trigger Effect')",,,"('Name',)",Unlimited,Unlimited,Thu Apr 14 18:49:01 2022
Tyhone,72842870,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1200,1400,,,,,,,,Unlimited,Unlimited,Thu May 26 22:27:46 2022
"Tytannial, Princess of Camellias",11819616,Monster Card,,Effect Monster,,WIND,Plant,8,2800,2600,,,,"('Quick Effect',)","('Plant Princess',)",,,Unlimited,Unlimited,Wed Apr 20 14:56:33 2022
Ukiyoe-P.U.N.K. Amazing Dragon,44708154,Monster Card,,Synchro Monster,,WIND,Sea Serpent,11,3000,2800,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('P.U.N.K.',)",,,Unlimited,Unlimited,Sat Mar  5 02:11:51 2022
Ultimate Insect LV1,49441499,Monster Card,,Effect Monster,,WIND,Insect,1,0,0,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('LV', 'Ultimate Insect')",,,Unlimited,Unlimited,Thu Oct 29 01:46:51 2020
Ultimate Insect LV3,34088136,Monster Card,,Effect Monster,,WIND,Insect,3,1400,900,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('LV', 'Ultimate Insect')",,,Unlimited,Unlimited,Tue Mar 17 15:33:13 2020
Ultimate Insect LV5,34830502,Monster Card,,Effect Monster,,WIND,Insect,5,2300,900,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('LV', 'Ultimate Insect')",,,Unlimited,Unlimited,Tue Mar 17 15:33:21 2020
Ultimate Insect LV7,19877898,Monster Card,,Effect Monster,,WIND,Insect,7,2600,1200,,,,"('Continuous Effect',)","('LV', 'Ultimate Insect')",,,Unlimited,Unlimited,Tue Mar 17 15:33:29 2020
Unibird,21296383,Monster Card,,Effect Monster,,WIND,Winged Beast,2,100,600,,,,"('Ignition Effect',)",,,,Unlimited,Unlimited,Tue Mar 17 19:14:52 2020
Union Rider,11743119,Monster Card,,Effect Monster,,WIND,Machine,2,1000,1000,,,,"('Ignition Effect',)",,,,Unlimited,Unlimited,Sun Nov  7 14:17:05 2021
United Resistance,85936485,Monster Card,,Normal Monster,,WIND,Thunder,3,1000,400,,,,,"('Huge Revolution (series)',)",,,Unlimited,Unlimited,Sat May 28 20:26:15 2022
Update Jammer,88093706,Monster Card,,Link Monster,,WIND,Cyberse,,2000,,,2,"('←', '↑')","('Quick Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Mon Dec 27 16:48:47 2021
Valkyrie Chariot,19190082,Monster Card,,Effect Monster,Union monster,WIND,Fairy,3,500,1000,,,,"('Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')","('Valkyrie',)",,,Unlimited,Unlimited,Sun Jul 24 09:54:09 2022
"Ventdra, the Empowered Warrior",93298460,Monster Card,,Effect Monster,,WIND,Warrior,5,2000,800,,,,"('Continuous Effect', 'Trigger Effect')","('Empower', 'Empowered Warrior')",,,Unlimited,Unlimited,Tue Mar 17 15:59:58 2020
Vindikite R-Genex,73483491,Monster Card,,Synchro Monster,,WIND,Machine,8,2400,1000,,,,"('Continuous Effect', 'Trigger Effect')","('Genex', 'R-Genex')",,,Unlimited,Unlimited,Sat Aug 13 12:13:14 2022
Virtual World Beast - Jiujiu,35252119,Monster Card,,Synchro Monster,,WIND,Psychic,6,2400,1700,,,,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Virtual World',)",,,Unlimited,Unlimited,Thu Aug 25 04:14:38 2022
Virtual World Hime - Nyannyan,08736823,Monster Card,,Effect Monster,,WIND,Psychic,3,1500,1500,,,,"('Condition', 'Trigger Effect')","('Virtual World',)",,,Unlimited,Unlimited,Wed Apr 20 15:21:24 2022
Virtual World Kyubi - Shenshen,92519087,Monster Card,,Synchro Monster,,WIND,Psychic,9,2800,2400,,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Virtual World',)",,,Unlimited,Unlimited,Tue Aug 16 13:03:12 2022
Virtual World Mai-Hime - Lulu,49088914,Monster Card,,Effect Monster,Tuner monster,WIND,Psychic,3,1600,600,,,,"('Condition', 'Ignition Effect')","('Virtual World',)",,,Unlimited,Unlimited,Tue Aug 16 04:18:17 2022
Virtual World Roshi - Laolao,86483512,Monster Card,,Effect Monster,Tuner monster,WIND,Psychic,6,0,2400,,,,"('Condition', 'Ignition Effect')","('Virtual World',)",,,Unlimited,Unlimited,Thu Oct  7 08:13:48 2021
Vortex Trooper,07736719,Monster Card,,Effect Monster,,WIND,Aqua,3,0,600,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Wed Oct 21 07:30:34 2020
Vortex the Whirlwind,25373678,Monster Card,,Synchro Monster,,WIND,Winged Beast,5,2100,700,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Wed Apr 20 16:23:14 2022
Wandering Gryphon Rider,02563463,Monster Card,,Effect Monster,,WIND,Winged Beast,7,2000,2800,,,,"('Condition', 'Quick Effect')","('Adventurer Token (series)',)",,,Unlimited,Unlimited,Wed Feb 16 13:45:02 2022
The Weather Painter Cloud,28806532,Monster Card,,Effect Monster,,WIND,Fairy,3,1500,1000,,,,"('Condition', 'Trigger Effect')","('The Weather',)",,,Unlimited,Unlimited,Sat Dec 25 12:46:32 2021
Whirlwind Prodigy,15090429,Monster Card,,Effect Monster,,WIND,Fairy,4,1500,1600,,,,"('Unclassified effect',)",,,,Unlimited,Unlimited,Tue Mar 17 16:41:29 2020
Whirlwind Weasel,93730409,Monster Card,,Effect Monster,Flip monster,WIND,Beast,3,500,1500,,,,"('Flip effect',)",,,,Unlimited,Unlimited,Mon Oct 18 03:11:57 2021
White Steed of the Floral Knights,11426487,Monster Card,,Effect Monster,,WIND,Beast,6,2400,1800,,,,"('Condition', 'Trigger Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Wed May  4 01:32:40 2022
White Wing Magician,11067666,Monster Card,,Effect Monster,Tuner monster,WIND,Spellcaster,4,1600,1400,1,,,"('Condition', 'Continuous-like Effect')","('Magician', 'Synchro (series)', 'Synchro Dragon')",,,Unlimited,Unlimited,Sun Jul 31 05:24:15 2022
Wicked Dragon with the Ersatz Head,02957055,Monster Card,,Normal Monster,,WIND,Dragon,3,900,900,,,,,,,,,Unlimited,Tue Mar 22 00:18:53 2022
Wind Effigy,99865167,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1800,200,,,,"('Unclassified effect',)","('Effigy',)",,,Unlimited,Unlimited,Sun Nov  7 14:19:49 2021
Wind Pegasus @Ignister,98506199,Monster Card,,Synchro Monster,,WIND,Cyberse,7,2300,1500,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('@Ignister',)",,,Unlimited,Unlimited,Thu May  5 16:52:17 2022
Wind-Up Arsenal Zenmaioh,77334267,Monster Card,,Xyz Monster,,WIND,Machine,5,2600,1900,,,,"('Ignition Effect',)","('Wind-Up',)",,,Unlimited,Unlimited,Fri Dec  3 00:03:30 2021
Wind-Up Bat,42328171,Monster Card,,Effect Monster,,WIND,Machine,1,300,350,,,,"('Ignition Effect',)","('Wind-Up',)",,,Unlimited,Unlimited,Tue Mar 17 16:56:36 2020
Wind-Up Juggler,85682655,Monster Card,,Effect Monster,,WIND,Psychic,4,1700,1000,,,,"('Trigger Effect',)","('Wind-Up',)",,,Unlimited,Unlimited,Tue Apr 19 23:09:29 2022
"Winda, Priestess of Gusto",54455435,Monster Card,,Effect Monster,,WIND,Psychic,2,1000,400,,,,"('Trigger Effect',)","('Gusto',)",,,Unlimited,Unlimited,Tue Apr 19 23:09:27 2022
"Windaar, Sage of Gusto",27944249,Monster Card,,Effect Monster,,WIND,Psychic,6,2000,1000,,,,"('Trigger Effect',)","('Gusto',)",,,Unlimited,Unlimited,Tue Nov  3 05:24:39 2020
Windmill Genex,43925870,Monster Card,,Synchro Monster,,WIND,Machine,7,2000,1600,,,,"('Continuous Effect', 'Ignition Effect')","('Genex',)",,,Unlimited,Unlimited,Tue Mar 17 17:04:01 2020
Windrose the Elemental Lord,53027855,Monster Card,,Effect Monster,,WIND,Winged Beast,8,2800,2200,,,,"('Condition', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')","('Elemental Lord', 'Rose')",,,Unlimited,Unlimited,Wed Feb  3 22:26:41 2021
Windwitch - Blizzard Bell,84851250,Monster Card,,Effect Monster,Tuner monster,WIND,Spellcaster,5,1800,1800,,,,"('Condition', 'Quick Effect', 'Unclassified effect')","('Windwitch',)",,,Unlimited,Unlimited,Thu Sep  1 20:57:52 2022
Windwitch - Crystal Bell,25793414,Monster Card,,Fusion Monster,,WIND,Spellcaster,8,2800,2400,,,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Windwitch',)",,,Unlimited,Unlimited,Wed Aug  3 00:31:21 2022
Windwitch - Diamond Bell,73667937,Monster Card,,Synchro Monster,,WIND,Spellcaster,8,2800,2400,,,,"('Condition', 'Trigger Effect')","('Windwitch',)",,,Unlimited,Unlimited,Thu Sep  1 21:13:52 2022
Windwitch - Freeze Bell,20246864,Monster Card,,Effect Monster,,WIND,Spellcaster,3,1200,1200,,,,"('Condition', 'Ignition Effect', 'Unclassified effect')","('Windwitch',)",,,Unlimited,Unlimited,Thu Sep  1 20:58:43 2022
Windwitch - Glass Bell,71007216,Monster Card,,Effect Monster,Tuner monster,WIND,Spellcaster,4,1500,1500,,,,"('Condition', 'Trigger Effect')","('Windwitch',)",,,Unlimited,Unlimited,Tue Apr 19 23:09:19 2022
Windwitch - Ice Bell,43722862,Monster Card,,Effect Monster,,WIND,Spellcaster,3,1000,1000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Windwitch',)",,,Unlimited,Unlimited,Tue Apr 19 23:09:17 2022
Windwitch - Snow Bell,70117860,Monster Card,,Effect Monster,Tuner monster,WIND,Spellcaster,1,100,100,,,,"('Ignition Effect', 'Unclassified effect')","('Windwitch',)",,,Unlimited,Unlimited,Sat Jul  9 01:26:09 2022
Windwitch - Winter Bell,14577226,Monster Card,,Synchro Monster,,WIND,Spellcaster,7,2400,2000,,,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Windwitch',)",,,Unlimited,Unlimited,Sat Jul  9 01:29:00 2022
Wing Eagle,47319141,Monster Card,,Normal Monster,,WIND,Winged Beast,5,1800,1500,,,,,,,,,Unlimited,Sun Nov  7 14:05:39 2021
"Winged Dragon, Guardian of the Fortress #1",87796900,Monster Card,,Normal Monster,,WIND,Dragon,4,1400,1200,,,,,,,"('Name',)",Unlimited,Unlimited,Tue Apr 12 21:41:43 2022
"Winged Dragon, Guardian of the Fortress #2",57405307,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1200,1000,,,,,,,"('Name',)",Unlimited,Unlimited,Thu Jul 28 01:12:48 2022
Winged Rhynos,18430390,Monster Card,,Effect Monster,,WIND,Beast-Warrior,4,1800,500,,,,"('Quick Effect',)",,,,Unlimited,Unlimited,Tue Mar 17 17:12:18 2020
Winged Sage Falcos,87523462,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1700,1200,,,,"('Trigger Effect',)",,,"('Name',)",Unlimited,Unlimited,Sun Nov  7 14:10:40 2021
Wingtortoise,10132124,Monster Card,,Effect Monster,,WIND,Aqua,3,1500,1400,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Tue Mar 17 17:13:07 2020
Witchcrafter Genni,64756282,Monster Card,,Effect Monster,,WIND,Spellcaster,1,300,500,,,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Witchcrafter',)",,,Unlimited,Unlimited,Wed Jun 22 21:32:54 2022
World Chalice Guardragon,84899094,Monster Card,,Effect Monster,,WIND,Dragon,1,400,400,,,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Guardragon', 'World Chalice')",,,Unlimited,Unlimited,Wed Sep 15 16:33:37 2021
World Chalice Guardragon Almarduke,95793022,Monster Card,,Fusion Monster,,WIND,Dragon,9,3000,2600,,,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Guardragon', 'World Chalice')",,,Unlimited,Unlimited,Mon Apr 18 12:59:05 2022
World Legacy Guardragon Mardark,35183584,Monster Card,,Effect Monster,,WIND,Dragon,9,2600,3000,,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Guardragon', 'World Legacy')",,,Unlimited,Unlimited,Mon Dec 27 17:32:38 2021
Wynn the Wind Channeler,86395581,Monster Card,,Effect Monster,,WIND,Spellcaster,5,1850,1500,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Charmer',)",,,Unlimited,Unlimited,Wed Apr 20 12:46:00 2022
Wynn the Wind Charmer,37744402,Monster Card,,Effect Monster,Flip monster,WIND,Spellcaster,3,500,1500,,,,"('Flip effect',)","('Charmer',)",,"('Name',)",Unlimited,Unlimited,Tue Apr 19 23:08:06 2022
"Wynn the Wind Charmer, Verdant",30674956,Monster Card,,Link Monster,,WIND,Spellcaster,,1850,,,2,"('↙', '↘')","('Condition', 'Ignition Effect', 'Trigger Effect')","('Charmer', 'Familiar-Possessed', 'Possessed')",,"('Name',)",Unlimited,Unlimited,Sun Jul 24 08:13:21 2022
Yamatano Dragon Scroll,76704943,Monster Card,,Normal Monster,,WIND,Dragon,2,900,300,,,,,,,,,Unlimited,Tue Mar 22 00:52:23 2022
Yata-Garasu,03078576,Monster Card,,Effect Monster,Spirit monster,WIND,Fiend,2,200,100,,,,"('Summoning condition', 'Trigger Effect')",,,,Limited,Forbidden,Thu Apr 14 18:53:32 2022
Yellow Dragon Ninja,90247311,Monster Card,,Effect Monster,,WIND,Dinosaur,8,3000,1500,,,,"('Quick Effect', 'Summoning condition')","('Dragon Ninja', 'Ninja')",,,Unlimited,Unlimited,Tue Mar 17 18:07:49 2020
Yellow Ninja,64749612,Monster Card,,Effect Monster,,WIND,Warrior,4,1900,1800,,,,"('Condition', 'Trigger Effect')","('Ninja',)",,,Unlimited,Unlimited,Tue Mar 17 18:09:22 2020
Yoko-Zuna Sumo Spirit,40516623,Monster Card,,Effect Monster,Spirit monster,WIND,Warrior,5,2400,1000,1,,,"('Trigger Effect',)","('Martial Art Spirit',)",,,Unlimited,Unlimited,Sat Apr 10 08:47:03 2021
Yosenju Izna,85970321,Monster Card,,Effect Monster,,WIND,Beast-Warrior,4,800,1200,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Yosenju',)",,,Unlimited,Unlimited,Sun Dec 20 18:14:50 2020
Yosenju Kama 1,65247798,Monster Card,,Effect Monster,,WIND,Beast-Warrior,4,1600,500,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Yosenju',)",,,Unlimited,Unlimited,Sun Dec 20 18:13:56 2020
Yosenju Kama 2,92246806,Monster Card,,Effect Monster,,WIND,Beast-Warrior,4,1800,200,,,,"('Continuous Effect', 'Trigger Effect')","('Yosenju',)",,,Unlimited,Unlimited,Sat Feb 19 04:37:32 2022
