Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Link,Link Arrows,TCG status,OCG status
Mecha Phantom Beast Jaculuslan,26949946,Monster Card,,Synchro Monster,,WIND,Machine,9,2700,2000,,,Unlimited,Unlimited
Mecha Phantom Beast Kalgriffin,41329458,Monster Card,,Effect Monster,,WIND,Machine,7,1000,2500,,,Unlimited,Unlimited
Mecha Phantom Beast Megaraptor,31533704,Monster Card,,Effect Monster,,WIND,Machine,4,1900,1000,,,Unlimited,Unlimited
Mecha Phantom Beast O-Lion,72291078,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,2,600,1000,,,Forbidden,Unlimited
Mecha Phantom Beast Raiten,44026393,Monster Card,,Effect Monster,,WIND,Machine,4,1500,1500,,,Unlimited,Unlimited
Mecha Phantom Beast Sabre Hawk,15335853,Monster Card,,Effect Monster,,WIND,Machine,4,2100,100,,,Unlimited,Unlimited
Mecha Phantom Beast Stealthray,30811116,Monster Card,,Effect Monster,,WIND,Machine,3,100,2100,,,Unlimited,Unlimited
Mecha Phantom Beast Tetherwolf,67922702,Monster Card,,Effect Monster,,WIND,Machine,4,1700,1200,,,Unlimited,Unlimited
Mecha Phantom Beast Token,,Monster Card,,Normal Monster,,WIND,Machine,3,0,0,,,Legal,Legal
Mecha Phantom Beast Turtletracer,76902476,Monster Card,,Effect Monster,,WIND,Machine,3,500,2000,,,Unlimited,Unlimited
Mecha Phantom Beast Warbluran,31480215,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,300,300,,,Unlimited,Unlimited
Mega Thunderball,21817254,Monster Card,,Normal Monster,,WIND,Thunder,2,750,600,,,Unlimited,Unlimited
Meklord Army of Skiel,75733063,Monster Card,,Effect Monster,,WIND,Machine,4,1200,1000,,,Unlimited,Unlimited
Meklord Emperor Skiel,31930787,Monster Card,,Effect Monster,,WIND,Machine,1,2200,2200,,,Unlimited,Unlimited
Metal Dragon,09293977,Monster Card,,Fusion Monster,,WIND,Machine,6,1850,1700,,,Unlimited,Unlimited
Mist Bird Clausolas,15240238,Monster Card,,Synchro Monster,,WIND,Winged Beast,3,0,2300,,,Unlimited,Unlimited
Mist Condor,65549080,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1400,400,,,Unlimited,Unlimited
Mist Valley Apex Avian,29587993,Monster Card,,Effect Monster,,WIND,Winged Beast,7,2700,2000,,,Unlimited,Unlimited
Mist Valley Baby Roc,14983497,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,2,400,600,,,Unlimited,Unlimited
Mist Valley Executor,41978142,Monster Card,,Effect Monster,,WIND,Thunder,5,2100,1600,,,Unlimited,Unlimited
Mist Valley Falcon,82199284,Monster Card,,Effect Monster,,WIND,Winged Beast,4,2000,1200,,,Unlimited,Unlimited
Mist Valley Shaman,95443805,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,3,1200,1200,,,Unlimited,Unlimited
Mist Valley Soldier,22837504,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,4,1700,300,,,Unlimited,Unlimited
Mist Valley Thunder Lord,89310929,Monster Card,,Synchro Monster,,WIND,Thunder,7,2600,2400,,,Unlimited,Unlimited
Mist Valley Thunderbird,69448290,Monster Card,,Effect Monster,,WIND,Thunder,3,1100,700,,,Unlimited,Unlimited
Mist Valley Watcher,29054481,Monster Card,,Normal Monster,,WIND,Spellcaster,4,1500,1900,,,Unlimited,Unlimited
Mist Valley Windmaster,92933195,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,2,400,800,,,Unlimited,Unlimited
Mist Wurm,27315304,Monster Card,,Synchro Monster,,WIND,Thunder,9,2500,1500,,,Unlimited,Unlimited
Mixeroid,71340250,Monster Card,,Effect Monster,,WIND,Machine,4,0,2200,,,Unlimited,Unlimited
Monstrous Bird,35712107,Monster Card,,Normal Monster,,WIND,Winged Beast,6,2000,1900,,,,Unlimited
Morphtronic Slingen,75775867,Monster Card,,Effect Monster,,WIND,Machine,4,1200,800,,,Unlimited,Unlimited
Morphtronic Vacuumen,48868994,Monster Card,,Effect Monster,,WIND,Machine,1,0,0,,,Unlimited,Unlimited
"Musto, Oracle of Gusto",09837195,Monster Card,,Effect Monster,,WIND,Psychic,4,1800,900,,,Unlimited,Unlimited
Muzurhythm the String Djinn,26563200,Monster Card,,Xyz Monster,,WIND,Fiend,3,1500,1000,,,Unlimited,Unlimited
Mystical Fairy Elfuria,85239662,Monster Card,,Effect Monster,,WIND,Spellcaster,3,1500,900,,,Unlimited,Unlimited
Myutant Mist,61089209,Monster Card,,Effect Monster,,WIND,Spellcaster,8,2700,2900,,,Unlimited,Unlimited
Nemeses Corridor,72090076,Monster Card,,Effect Monster,,WIND,Thunder,4,1900,600,,,Unlimited,Unlimited
Neo-Spacian Air Hummingbird,54959865,Monster Card,,Effect Monster,,WIND,Winged Beast,3,800,600,,,Unlimited,Unlimited
Night Wing Sorceress,49826746,Monster Card,,Effect Monster,,WIND,Spellcaster,3,1300,1200,,,Unlimited,Unlimited
Nightmell the Sin Psycher,66569334,Monster Card,,Effect Monster,,WIND,Psychic,4,1500,1500,,,,Unlimited
Nin-Ken Dog,11987744,Monster Card,,Normal Monster,,WIND,Beast-Warrior,4,1800,1000,,,Unlimited,Unlimited
Nomadic Force,92887027,Monster Card,,Effect Monster,,WIND,Warrior,4,1700,1000,,,Unlimited,Unlimited
Nowru Aries the Vernal Dragon,25607552,Monster Card,,Effect Monster,,WIND,Dragon,7,2000,2500,,,Unlimited,Unlimited
Number 2: Ninja Shadow Mosquito,32453837,Monster Card,,Xyz Monster,,WIND,Insect,2,0,0,,,,Unlimited
Number 3: Cicada King,04997565,Monster Card,,Xyz Monster,,WIND,Insect,3,1200,2500,,,Unlimited,Unlimited
Number 42: Galaxy Tomahawk,10389142,Monster Card,,Xyz Monster,,WIND,Machine,7,0,3000,,,Forbidden,Unlimited
Number 75: Bamboozling Gossip Shadow,71166481,Monster Card,,Xyz Monster,,WIND,Spellcaster,3,1000,2600,,,Unlimited,Unlimited
Oafdragon Magician,14920218,Monster Card,,Pendulum Monster,,WIND,Spellcaster,6,2100,1400,,,Unlimited,Unlimited
Odd-Eyes Vortex Dragon,53262004,Monster Card,,Effect Monster,,WIND,Dragon,7,2500,3000,,,Unlimited,Unlimited
Oily Cicada,79663524,Monster Card,,Effect Monster,,WIND,Insect,3,1000,1000,,,,Unlimited
Old Entity Hastorr,70913714,Monster Card,,Synchro Monster,,WIND,Reptile,4,2300,1000,,,Unlimited,Unlimited
One-Eyed Shield Dragon,33064647,Monster Card,,Normal Monster,,WIND,Dragon,3,700,1300,,,Unlimited,Unlimited
Orient Dragon,68124775,Monster Card,,Synchro Monster,,WIND,Dragon,6,2300,1000,,,Unlimited,Unlimited
Overlay Owl,59644958,Monster Card,,Effect Monster,,WIND,Winged Beast,4,800,1600,,,Unlimited,Unlimited
An Owl of Luck,23927567,Monster Card,,Effect Monster,Flip monster,WIND,Winged Beast,2,300,500,,,Unlimited,Unlimited
Oxygeddon,58071123,Monster Card,,Effect Monster,,WIND,Dinosaur,4,1800,800,,,Unlimited,Unlimited
Parallel eXceed,71278040,Monster Card,,Effect Monster,,WIND,Cyberse,8,2000,2000,,,Unlimited,Unlimited
Parlor Dragonmaid,88453933,Monster Card,,Effect Monster,,WIND,Dragon,3,500,1700,,,Unlimited,Unlimited
Parrot Dragon,62762898,Monster Card,,Normal Monster,,WIND,Dragon,5,2000,1300,,,Unlimited,Unlimited
Peacock,20624263,Monster Card,,Normal Monster,,WIND,Winged Beast,5,1700,1500,,,Unlimited,Unlimited
Performapal Inflater Tapir,71985676,Monster Card,,Effect Monster,,WIND,Beast,6,1000,2000,,,Unlimited,Unlimited
Performapal Parrotrio,56675280,Monster Card,,Pendulum Monster,,WIND,Winged Beast,3,500,500,,,Unlimited,Unlimited
Performapal Sky Magician,73734821,Monster Card,,Effect Monster,,WIND,Spellcaster,7,2500,2000,,,Unlimited,Unlimited
Performapal Spikeagle,22091345,Monster Card,,Effect Monster,,WIND,Winged Beast,2,900,900,,,Unlimited,Unlimited
Performapal Springoose,00128454,Monster Card,,Effect Monster,,WIND,Winged Beast,5,1100,2400,,,Unlimited,Unlimited
Petit Dragon,75356564,Monster Card,,Normal Monster,,WIND,Dragon,2,600,700,,,Unlimited,Unlimited
Phantom Fortress Enterblathnir,95113856,Monster Card,,Xyz Monster,,WIND,Machine,9,2900,2500,,,Unlimited,Unlimited
Phantom Gryphon,74852097,Monster Card,,Normal Monster,,WIND,Winged Beast,4,2000,0,,,Unlimited,Unlimited
Phoenix Beast Gairuda,43791861,Monster Card,,Effect Monster,,WIND,Winged Beast,6,2500,1200,,,Unlimited,Unlimited
Pile Armed Dragon,19153590,Monster Card,,Effect Monster,,WIND,Dragon,7,2800,1000,,,Unlimited,Unlimited
"Pilica, Descendant of Gusto",71175527,Monster Card,,Effect Monster,,WIND,Psychic,3,1000,1500,,,Unlimited,Unlimited
Power Pro Lady Sisters,49858495,Monster Card,,Normal Monster,,WIND,Winged Beast,6,1950,2100,,,,Unlimited
Prank-Kids Battle Butler,81997228,Monster Card,,Effect Monster,,WIND,Thunder,10,3000,3000,,,Unlimited,Unlimited
Prank-Kids Dodo-Doodle-Doo,17382973,Monster Card,,Link Monster,,WIND,Thunder,,2000,,2,"('↓', '←')",Unlimited,Unlimited
Prank-Kids Fansies,81119816,Monster Card,,Effect Monster,,WIND,Thunder,1,0,2000,,,Unlimited,Unlimited
Prediction Princess Arrowsylph,31118030,Monster Card,,Effect Monster,Flip monster,WIND,Fairy,4,1000,1400,,,Unlimited,Unlimited
Prime Material Falcon,01287123,Monster Card,,Effect Monster,,WIND,Winged Beast,5,2200,800,,,Unlimited,Unlimited
Primitive Butterfly,98154550,Monster Card,,Effect Monster,,WIND,Insect,5,1200,900,,,Unlimited,Unlimited
Princess of Tsurugi,51371017,Monster Card,,Effect Monster,Flip monster,WIND,Warrior,3,900,700,,,Unlimited,Unlimited
Psi-Blocker,29417188,Monster Card,,Effect Monster,,WIND,Psychic,4,1200,300,,,Unlimited,Unlimited
Psychic Nightmare,07582066,Monster Card,,Synchro Monster,,WIND,Psychic,6,2400,1800,,,Unlimited,Unlimited
"Pulao, Wind of the Yang Zing",35089369,Monster Card,,Effect Monster,,WIND,Wyrm,1,0,1800,,,Unlimited,Unlimited
Punished Eagle,74703140,Monster Card,,Fusion Monster,,WIND,Winged Beast,6,2100,1800,,,Unlimited,Unlimited
Queen Bird,73081602,Monster Card,,Normal Monster,,WIND,Winged Beast,5,1200,2000,,,Unlimited,Unlimited
Queen Butterfly Danaus,,Monster Card,,Effect Monster,,WIND,Insect,8,2800,1900,,,,Not yet released
Quickdraw Synchron,20932152,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,5,700,1400,,,Unlimited,Unlimited
R-Genex Accelerator,73783043,Monster Card,,Effect Monster,,WIND,Machine,4,1500,1900,,,Unlimited,Unlimited
R-Genex Turbo,06256844,Monster Card,,Effect Monster,,WIND,Machine,4,1500,1300,,,Unlimited,Unlimited
Raging Storm Dragon - Beaufort IX,08836329,Monster Card,,Effect Monster,,WIND,Dragon,9,2800,2800,,,Unlimited,Unlimited
Raiza the Mega Monarch,69327790,Monster Card,,Effect Monster,,WIND,Winged Beast,8,2800,1000,,,Unlimited,Unlimited
Raiza the Storm Monarch,73125233,Monster Card,,Effect Monster,,WIND,Winged Beast,6,2400,1000,,,Unlimited,Unlimited
Rallis the Star Bird,41382147,Monster Card,,Effect Monster,,WIND,Winged Beast,3,800,800,,,Unlimited,Unlimited
Ranryu,44680819,Monster Card,,Effect Monster,,WIND,Dragon,4,1500,200,,,Unlimited,Unlimited
"Raphion, the Timelord",60222213,Monster Card,,Effect Monster,,WIND,Fairy,10,0,0,,,Unlimited,Unlimited
Rapid Warrior,00255998,Monster Card,,Effect Monster,,WIND,Warrior,4,1200,200,,,Unlimited,Unlimited
ReSolfachord Dreamia,92610868,Monster Card,,Pendulum Monster,,WIND,Fairy,2,600,400,,,Unlimited,Unlimited
Reborn Tengu,10028593,Monster Card,,Effect Monster,,WIND,Beast-Warrior,4,1700,600,,,Unlimited,Unlimited
Rebuildeer,04550066,Monster Card,,Effect Monster,,WIND,Cyberse,4,1800,800,,,Unlimited,Unlimited
"Recon, Scout Fur Hire",31467949,Monster Card,,Effect Monster,,WIND,Beast,2,1000,500,,,Unlimited,Unlimited
Red Hared Hasty Horse,19636995,Monster Card,,Effect Monster,,WIND,Beast,5,2000,1800,,,Unlimited,Unlimited
Red-Eyes Wyvern,67300516,Monster Card,,Effect Monster,,WIND,Dragon,4,1800,1600,,,Unlimited,Unlimited
Reed Butterfly,71353388,Monster Card,,Effect Monster,,WIND,Insect,1,300,600,,,Unlimited,Unlimited
Reeshaddoll Wendi,51023024,Monster Card,,Effect Monster,Flip monster,WIND,Psychic,3,1500,1000,,,Unlimited,Unlimited
"Reeze, Whirlwind of Gusto",36331074,Monster Card,,Effect Monster,,WIND,Psychic,5,1900,1400,,,Unlimited,Unlimited
Risebell the Star Adjuster,25788011,Monster Card,,Effect Monster,,WIND,Psychic,3,800,800,,,Unlimited,Unlimited
Risebell the Star Psycher,14812659,Monster Card,,Effect Monster,,WIND,Psychic,4,1500,1500,,,Unlimited,Unlimited
Risebell the Summoner,45103815,Monster Card,,Normal Monster,,WIND,Psychic,3,800,800,,,Unlimited,Unlimited
Ritual Beast Tamer Elder,14513016,Monster Card,,Effect Monster,,WIND,Psychic,2,200,1000,,,Unlimited,Unlimited
Ritual Beast Tamer Lara,87118301,Monster Card,,Effect Monster,,WIND,Psychic,1,100,2000,,,Unlimited,Unlimited
Ritual Beast Tamer Wen,40907115,Monster Card,,Effect Monster,,WIND,Psychic,3,1500,1000,,,Unlimited,Unlimited
Ritual Beast Tamer Zeframpilica,57777714,Monster Card,,Pendulum Monster,,WIND,Psychic,3,1000,1500,,,Unlimited,Unlimited
Ritual Beast Tamer Zefrawendi,23166823,Monster Card,,Pendulum Monster,,WIND,Psychic,3,1500,1000,,,Unlimited,Unlimited
Ritual Beast Ulti-Apelio,86274272,Monster Card,,Effect Monster,,WIND,Pyro,6,2600,400,,,Unlimited,Unlimited
Ritual Beast Ulti-Cannahawk,48063985,Monster Card,,Effect Monster,,WIND,Thunder,6,1400,1600,,,Unlimited,Unlimited
Ritual Beast Ulti-Kimunfalcos,58811192,Monster Card,,Link Monster,,WIND,Psychic,,1800,,2,"('↙', '↘')",Unlimited,Unlimited
Ritual Beast Ulti-Pettlephin,12678870,Monster Card,,Effect Monster,,WIND,Aqua,6,200,2800,,,Unlimited,Unlimited
Roc from the Valley of Haze,28143906,Monster Card,,Effect Monster,,WIND,Winged Beast,6,2400,1400,,,Unlimited,Unlimited
Rose Fairy,44125452,Monster Card,,Effect Monster,,WIND,Plant,3,600,1200,,,Unlimited,Unlimited
Rush Warrior,36736723,Monster Card,,Effect Monster,,WIND,Warrior,2,300,1200,,,Unlimited,Unlimited
SPYRAL GEAR - Drone,04474060,Monster Card,,Effect Monster,,WIND,Machine,1,100,100,,,Unlimited,Unlimited
SPYRAL Tough,20584712,Monster Card,,Effect Monster,,WIND,Warrior,4,1900,1500,,,Unlimited,Unlimited
Saambell the Star Bonder,46999905,Monster Card,,Pendulum Monster,,WIND,Spellcaster,3,1400,1300,,,Unlimited,Unlimited
Saambell the Summoner,45282603,Monster Card,,Effect Monster,,WIND,Spellcaster,2,600,400,,,Unlimited,Unlimited
"Sadion, the Timelord",65314286,Monster Card,,Effect Monster,,WIND,Fairy,10,0,0,,,Unlimited,Unlimited
"Sagitta, Maverick Fur Hire",93738004,Monster Card,,Effect Monster,,WIND,Winged Beast,5,1200,2400,,,Unlimited,Unlimited
Sasuke Samurai,16222645,Monster Card,,Effect Monster,,WIND,Warrior,2,500,800,,,Unlimited,Unlimited
Sasuke Samurai #2,11760174,Monster Card,,Effect Monster,,WIND,Warrior,1,200,300,,,Unlimited,Unlimited
Sasuke Samurai #4,64538655,Monster Card,,Effect Monster,,WIND,Warrior,4,1200,1200,,,Unlimited,Unlimited
Scary Moth,68087897,Monster Card,,Effect Monster,,WIND,Insect,6,1800,2300,,,Unlimited,Unlimited
Search Striker,80885324,Monster Card,,Effect Monster,,WIND,Warrior,4,1600,1200,,,Unlimited,Unlimited
Secret Six Samurai - Fuma,71207871,Monster Card,,Effect Monster,Tuner monster,WIND,Warrior,1,200,1800,,,Unlimited,Unlimited
Seraphim Papillion,91140491,Monster Card,,Link Monster,,WIND,Insect,,2100,,3,"('↙', '↘', '↑')",Unlimited,Unlimited
Servant of Endymion,92559258,Monster Card,,Pendulum Monster,,WIND,Spellcaster,3,900,1500,,,Limited,Unlimited
Shadowknight Archfiend,09603356,Monster Card,,Effect Monster,,WIND,Fiend,4,2000,1600,,,Unlimited,Unlimited
Shield Wing,28859794,Monster Card,,Effect Monster,,WIND,Winged Beast,2,0,900,,,Unlimited,Unlimited
Shining Elf,97170107,Monster Card,,Xyz Monster,,WIND,Spellcaster,2,1600,1000,,,Unlimited,Unlimited
Shinobaron Peacock,52900000,Monster Card,,Effect Monster,Spirit monster,WIND,Winged Beast,8,3000,2500,,,Unlimited,Unlimited
Shinobaroness Peacock,25415052,Monster Card,,Effect Monster,Spirit monster,WIND,Winged Beast,8,2500,3000,,,Unlimited,Unlimited
Shinobi Insect Hagakuremino,70709488,Monster Card,,Link Monster,,WIND,Insect,,1000,,2,"('↓', '↖')",Unlimited,Unlimited
Shinobird Crane,66815913,Monster Card,,Effect Monster,Spirit monster,WIND,Winged Beast,4,1500,1500,,,Unlimited,Unlimited
Shinobird Crow,39817919,Monster Card,,Effect Monster,Spirit monster,WIND,Winged Beast,4,0,0,,,Unlimited,Unlimited
Shinobird Pigeon,92200612,Monster Card,,Effect Monster,Spirit monster,WIND,Winged Beast,4,1000,1800,,,Unlimited,Unlimited
Shinobird Token,,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1500,1500,,,,Legal
Shooting Majestic Star Dragon,40939228,Monster Card,,Synchro Monster,,WIND,Dragon,11,4000,3300,,,Unlimited,Unlimited
Shooting Star Dragon,24696097,Monster Card,,Synchro Monster,,WIND,Dragon,10,3300,2500,,,Unlimited,Unlimited
Shooting Star Dragon T.G. EX,63180841,Monster Card,,Synchro Monster,,WIND,Dragon,10,3300,2500,,,Unlimited,Unlimited
Shuttleroid,10449150,Monster Card,,Effect Monster,,WIND,Machine,4,1000,1200,,,,Unlimited
Silpheed,73001017,Monster Card,,Effect Monster,,WIND,Fairy,4,1700,700,,,Unlimited,Unlimited
Silvervine Senri,13382806,Monster Card,,Effect Monster,,WIND,Beast,2,0,0,,,Unlimited,Unlimited
"Simorgh, Bird of Ancestry",86489182,Monster Card,,Effect Monster,,WIND,Winged Beast,8,2900,2000,,,Unlimited,Unlimited
"Simorgh, Bird of Beginning",50820852,Monster Card,,Effect Monster,,WIND,Winged Beast,1,0,1600,,,Unlimited,Unlimited
"Simorgh, Bird of Bringing",96214561,Monster Card,,Effect Monster,,WIND,Winged Beast,2,1000,1000,,,Unlimited,Unlimited
"Simorgh, Bird of Calamity",23619206,Monster Card,,Effect Monster,,WIND,Winged Beast,3,1500,200,,,Unlimited,Unlimited
"Simorgh, Bird of Divinity",14989021,Monster Card,,Effect Monster,,WIND,Winged Beast,7,2700,1000,,,Unlimited,Unlimited
"Simorgh, Bird of Protection",59707204,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1400,1000,,,Unlimited,Unlimited
"Simorgh, Bird of Sovereignty",72330894,Monster Card,,Link Monster,,WIND,Winged Beast,,2400,,3,"('↓', '↙', '↘')",Forbidden,Unlimited
"Simorgh, Lord of the Storm",95192919,Monster Card,,Effect Monster,,WIND,Winged Beast,8,2900,2000,,,Unlimited,Unlimited
The Six Samurai - Nisashi,31904181,Monster Card,,Effect Monster,,WIND,Warrior,4,1400,700,,,Unlimited,Unlimited
Skull Red Bird,10202894,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1550,1200,,,Unlimited,Unlimited
Skullbird,08327462,Monster Card,,Fusion Monster,,WIND,Winged Beast,6,1900,1700,,,Unlimited,Unlimited
Sky Dragon,95288024,Monster Card,,Normal Monster,,WIND,Dragon,6,1900,1800,,,Unlimited,Unlimited
Sky Dragoons of Draconia,68182934,Monster Card,,Normal Monster,,WIND,Winged Beast,5,2200,200,,,Unlimited,Unlimited
Sky Galloping Gaia the Dragon Champion,02519690,Monster Card,,Effect Monster,,WIND,Dragon,7,2600,2100,,,Unlimited,Unlimited
Sky Scout,30532390,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1800,600,,,Unlimited,Unlimited
Sky Striker Ace - Hayate,08491308,Monster Card,,Link Monster,,WIND,Machine,,1500,,1,"('↙',)",Unlimited,Unlimited
Skyfaring Castle of the Black Forest,,Monster Card,,Link Monster,,WIND,Rock,,2400,,4,"('↓', '←', '→', '↑')",Illegal,Illegal
Skypalace Gangaridai,03814632,Monster Card,,Xyz Monster,,WIND,Machine,10,3400,3000,,,Unlimited,Unlimited
Skystarray,47349310,Monster Card,,Effect Monster,,WIND,Sea Serpent,3,600,300,,,Unlimited,Unlimited
Slate Warrior,78636495,Monster Card,,Effect Monster,Flip monster,WIND,Fiend,4,1900,400,,,Unlimited,Unlimited
Slower Swallow,10505300,Monster Card,,Effect Monster,,WIND,Winged Beast,1,100,100,,,Unlimited,Unlimited
Soitsu,60246171,Monster Card,,Normal Monster,,WIND,Fairy,3,0,0,,,Unlimited,Unlimited
Sonic Bird,57617178,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1400,1000,,,Unlimited,Unlimited
Sonic Duck,84696266,Monster Card,,Normal Monster,,WIND,Winged Beast,3,1700,700,,,Unlimited,Unlimited
Sonic Jammer,84550200,Monster Card,,Effect Monster,Flip monster,WIND,Machine,2,350,650,,,Unlimited,Unlimited
Sonic Shooter,40384720,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1300,600,,,Unlimited,Unlimited
Sonic Warrior,17932494,Monster Card,,Effect Monster,,WIND,Warrior,2,1000,0,,,Unlimited,Unlimited
Space-Time Police,47126872,Monster Card,,Effect Monster,,WIND,Psychic,5,2300,1500,,,Unlimited,Unlimited
Spear Dragon,31553716,Monster Card,,Effect Monster,,WIND,Dragon,4,1900,0,,,Unlimited,Unlimited
Spearfish Soldier,84569017,Monster Card,,Effect Monster,,WIND,Sea Serpent,4,1700,1100,,,Unlimited,Unlimited
Speed Bird,86174055,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1200,1000,,,Unlimited,Unlimited
Speed Warrior,09365703,Monster Card,,Effect Monster,,WIND,Warrior,2,900,400,,,Unlimited,Unlimited
Speedroid Block-n-Roll,69550259,Monster Card,,Effect Monster,,WIND,Machine,4,1000,1800,,,Unlimited,Unlimited
Speedroid CarTurbo,96945958,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,3,800,1200,,,Unlimited,Unlimited
Speedroid Den-Den Daiko Duke,59640711,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,3,1000,1000,,,Unlimited,Unlimited
Speedroid Dominobutterfly,28151978,Monster Card,,Pendulum Monster,Tuner monster,WIND,Machine,2,100,300,,,Unlimited,Unlimited
Speedroid Double Yoyo,53054833,Monster Card,,Effect Monster,,WIND,Machine,4,1400,1400,,,Unlimited,Unlimited
Speedroid Fuki-Modoshi Piper,50482813,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,4,1000,1000,,,Unlimited,Unlimited
Speedroid Gum Prize,70939418,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,0,800,,,Unlimited,Unlimited
Speedroid Hexasaucer,23792058,Monster Card,,Pendulum Monster,,WIND,Machine,4,100,1600,,,Unlimited,Unlimited
Speedroid Horse Stilts,17328157,Monster Card,,Effect Monster,,WIND,Machine,4,1100,1100,,,Unlimited,Unlimited
Speedroid Maliciousmagnet,62899696,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,0,0,,,Unlimited,Unlimited
Speedroid Marble Machine,96708940,Monster Card,,Pendulum Monster,,WIND,Machine,2,200,100,,,Unlimited,Unlimited
Speedroid Menko,16947147,Monster Card,,Effect Monster,,WIND,Machine,4,100,2000,,,Unlimited,Unlimited
Speedroid Ohajikid,89326990,Monster Card,,Effect Monster,,WIND,Machine,3,1000,200,,,Unlimited,Unlimited
